,postcode,gemiddelde_woz_waarde_woning,gemeente,geometry
424473,8804,136,Franekeradeel,
424518,8805,145,Franekeradeel,
424530,8806,137,Franekeradeel,
424555,8807,148,Franekeradeel,
424568,8808,122,Franekeradeel,
424583,8809,178,Franekeradeel,
424586,8811,144,Franekeradeel,
424603,8812,144,Franekeradeel,
424614,8813,191,Franekeradeel,
424621,8814,188,Franekeradeel,
424624,8816,239,Menameradiel,
424630,8821,160,S+�dwest-Frysl+�n,
424657,8822,167,S+�dwest-Frysl+�n,
424695,8823,169,S+�dwest-Frysl+�n,
424712,8831,168,Littenseradiel,
424754,8832,189,Littenseradiel,
424758,8833,225,Littenseradiel,
424759,8834,186,Littenseradiel,
424771,8835,188,Littenseradiel,
424794,8841,192,Littenseradiel,
424801,8842,185,Littenseradiel,
424824,8843,185,Littenseradiel,
424837,8844,284,Littenseradiel,
424840,8845,201,Littenseradiel,
424843,8851,134,Franekeradeel,
424901,8852,155,Franekeradeel,
424907,8853,226,Franekeradeel,
424910,8854,128,Franekeradeel,
424935,8855,128,Franekeradeel,
424995,8856,159,Franekeradeel,
425006,8857,165,Harlingen,
425031,8861,159,Harlingen,
425325,8862,143,Harlingen,
425549,8871,261,Harlingen,
425550,8872,160,Harlingen,
425574,8881,260,Terschelling,
425676,8883,537,Terschelling,
425678,8884,421,Terschelling,
425683,8885,365,Terschelling,
425684,8891,276,Terschelling,
425721,8892,511,Terschelling,
425724,8893,472,Terschelling,
425729,8894,474,Terschelling,
425750,8895,434,Terschelling,
425760,8896,376,Terschelling,
425778,8896,376,Hoorn,
425786,8897,415,Terschelling,
425795,8899,250,Vlieland,
425860,8911,111,Leeuwarden,
426117,8912,139,Leeuwarden,
426151,8913,161,Leeuwarden,
426263,8914,168,Leeuwarden,
426296,8915,123,Leeuwarden,
426455,8916,135,Leeuwarden,
426570,8917,159,Leeuwarden,
426671,8918,100,Leeuwarden,
426845,8919,191,Leeuwarden,
426868,8921,105,Leeuwarden,
427163,8922,88,Leeuwarden,
427279,8923,104,Leeuwarden,
427355,8924,76,Leeuwarden,
427480,8925,175,Leeuwarden,
427606,8926,134,Leeuwarden,
427724,8927,374,Leeuwarden,
427736,8931,104,Leeuwarden,
427853,8932,115,Leeuwarden,
428094,8933,116,Leeuwarden,
428212,8934,154,Leeuwarden,
428270,8935,143,Leeuwarden,
428463,8936,85,Leeuwarden,
428486,8937,76,Leeuwarden,
428517,8938,318,Leeuwarden,
428547,8939,275,Leeuwarden,
428633,8941,241,Leeuwarden,
428658,9001,197,Leeuwarden,
428887,9003,162,Leeuwarden,
428934,9004,314,Leeuwarden,
428936,9005,174,Leeuwarden,
429013,9006,308,Leeuwarden,
429014,9007,211,Leeuwarden,
429018,9008,181,Leeuwarden,
429058,9009,218,Leeuwarden,
429061,9011,173,Leeuwarden,
429113,9012,200,S+�dwest-Frysl+�n,
429139,9013,209,S+�dwest-Frysl+�n,
429149,9014,191,S+�dwest-Frysl+�n,
429162,9021,171,Littenseradiel,
429180,9022,212,Littenseradiel,
429227,9023,191,Littenseradiel,
429249,9024,149,Littenseradiel,
429271,9025,218,Littenseradiel,
429278,9026,276,Littenseradiel,
429285,9027,190,Littenseradiel,
429298,9031,177,Menameradiel,
429315,9032,187,Menameradiel,
429321,9033,181,Menameradiel,
429358,9034,151,Menameradiel,
429400,9035,177,Menameradiel,
429508,9036,159,Menameradiel,
429622,9037,235,Menameradiel,
429626,9038,163,Menameradiel,
429640,9041,159,Menameradiel,
429744,9043,174,Menameradiel,
429752,9044,154,Menameradiel,
429787,9045,161,Menameradiel,
429818,9047,140,het Bildt,
429886,9051,172,Leeuwarderadeel,
430134,9053,205,Leeuwarderadeel,
430141,9054,143,Leeuwarderadeel,
430164,9055,158,Leeuwarderadeel,
430195,9056,162,Leeuwarderadeel,
430215,9057,192,Leeuwarderadeel,
430232,9061,186,Tytsjerksteradiel,
430303,9062,173,Tytsjerksteradiel,
430360,9063,217,Tytsjerksteradiel,
430381,9064,204,Tytsjerksteradiel,
430402,9067,269,Dantumadiel,
430414,9071,151,Leeuwarderadeel,
430428,9072,143,het Bildt,
430440,9073,138,Ferwerderadiel,
430501,9074,145,Ferwerderadiel,
430601,9075,126,het Bildt,
430609,9076,152,het Bildt,
430772,9077,142,het Bildt,
430802,9078,136,het Bildt,
430840,9079,131,het Bildt,
430849,9079,131,Leeuwarden,
430911,9081,164,Leeuwarden,
430929,9082,520,Leeuwarden,
430932,9083,207,Leeuwarden,
430941,9084,244,Leeuwarden,
431007,9085,219,Leeuwarden,
431008,9086,324,Leeuwarden,
431023,9087,316,Leeuwarden,
431027,9088,184,Leeuwarden,
431073,9089,168,Leeuwarden,
431094,9091,239,Tytsjerksteradiel,
431104,9101,142,Dongeradeel,
431438,9102,174,Dongeradeel,
431463,9103,201,Dongeradeel,
431527,9104,168,Dantumadiel,
431683,9105,166,Dantumadiel,
431724,9106,248,Dantumadiel,
431726,9107,243,Ferwerderadiel,
431730,9108,185,Dantumadiel,
431770,9109,218,Dantumadiel,
431779,9111,151,Ferwerderadiel,
431799,9112,202,Ferwerderadiel,
431818,9113,190,Dantumadiel,
431844,9114,172,Dantumadiel,
431871,9121,232,Dongeradeel,
431877,9122,206,Dongeradeel,
431887,9123,133,Dongeradeel,
431916,9124,194,Dongeradeel,
431919,9125,162,Dongeradeel,
431927,9131,139,Dongeradeel,
431968,9132,139,Dongeradeel,
431992,9133,131,Dongeradeel,
432052,9134,139,Dongeradeel,
432074,9135,150,Dongeradeel,
432092,9136,129,Dongeradeel,
432112,9137,144,Dongeradeel,
432142,9138,149,Dongeradeel,
432164,9141,103,Dongeradeel,
432190,9142,103,Dongeradeel,
432205,9143,117,Dongeradeel,
432228,9144,149,Dongeradeel,
432240,9145,131,Dongeradeel,
432290,9146,205,Dongeradeel,
432298,9147,127,Dongeradeel,
432318,9148,188,Dongeradeel,
432323,9151,115,Dongeradeel,
432396,9152,157,Dongeradeel,
432401,9153,140,Dongeradeel,
432415,9154,178,Dongeradeel,
432423,9155,159,Dongeradeel,
432431,9156,180,Dongeradeel,
432441,9161,216,Ameland,
432526,9162,256,Ameland,
432569,9163,228,Ameland,
432627,9163,228,Dongeradeel,
432658,9164,251,Ameland,
432720,9166,237,Schiermonnikoog,
432812,9171,132,Ferwerderadiel,
432847,9172,139,Ferwerderadiel,
432924,9173,183,Ferwerderadiel,
432934,9174,193,Ferwerderadiel,
432940,9175,190,Ferwerderadiel,
432946,9176,175,Ferwerderadiel,
432949,9177,216,Ferwerderadiel,
432950,9177,216,Schiermonnikoog,
432952,9178,178,Ferwerderadiel,
432965,9201,127,Smallingerland,
433202,9202,117,Smallingerland,
433451,9203,154,Smallingerland,
433770,9204,185,Smallingerland,
433933,9205,159,Smallingerland,
434014,9206,281,Smallingerland,
434043,9207,188,Smallingerland,
434067,9207,188,Opsterland,
434165,9211,300,Smallingerland,
434175,9212,198,Smallingerland,
434214,9213,422,Smallingerland,
434232,9214,388,Smallingerland,
434235,9215,277,Smallingerland,
434246,9216,201,Smallingerland,
434305,9217,220,Smallingerland,
434325,9218,200,Smallingerland,
434372,9219,243,Smallingerland,
434385,9221,193,Smallingerland,
434425,9222,223,Smallingerland,
434467,9223,194,Smallingerland,
434497,9231,162,Achtkarspelen,
434682,9233,192,Achtkarspelen,
434727,9241,203,Opsterland,
434790,9243,208,Opsterland,
434845,9244,223,Opsterland,
434963,9245,225,Opsterland,
434998,9246,354,Opsterland,
435004,9247,194,Opsterland,
435121,9248,247,Opsterland,
435148,9249,203,Opsterland,
435173,9251,178,Tytsjerksteradiel,
435421,9254,166,Tytsjerksteradiel,
435560,9255,192,Tytsjerksteradiel,
435609,9256,202,Tytsjerksteradiel,
435628,9257,192,Tytsjerksteradiel,
435693,9258,200,Tytsjerksteradiel,
435721,9261,200,Tytsjerksteradiel,
435777,9262,192,Tytsjerksteradiel,
435827,9263,190,Tytsjerksteradiel,
435881,9264,200,Tytsjerksteradiel,
435901,9265,223,Tytsjerksteradiel,
435923,9269,170,Dantumadiel,
436040,9271,155,Dantumadiel,
436185,9281,163,Achtkarspelen,
436301,9283,181,Achtkarspelen,
436351,9284,172,Achtkarspelen,
436397,9285,163,Achtkarspelen,
436588,9286,164,Achtkarspelen,
436622,9287,156,Achtkarspelen,
436682,9288,148,Achtkarspelen,
436767,9289,163,Achtkarspelen,
436825,9291,167,Kollumerland en Nieuwkruisland,
437012,9292,260,Kollumerland en Nieuwkruisland,
437020,9293,163,Kollumerland en Nieuwkruisland,
437040,9294,195,Kollumerland en Nieuwkruisland,
437067,9295,184,Kollumerland en Nieuwkruisland,
437094,9296,219,Kollumerland en Nieuwkruisland,
437103,9297,212,Kollumerland en Nieuwkruisland,
437109,9298,169,Kollumerland en Nieuwkruisland,
437204,9299,169,Kollumerland en Nieuwkruisland,
437222,9301,182,Noordenveld,
437590,9302,235,Noordenveld,
437672,9304,351,Noordenveld,
437685,9305,255,Noordenveld,
437694,9306,366,Noordenveld,
437699,9311,227,Noordenveld,
437745,9312,254,Noordenveld,
437781,9313,348,Noordenveld,
437786,9314,348,Noordenveld,
437794,9315,278,Noordenveld,
437810,9321,242,Noordenveld,
438009,9331,201,Noordenveld,
438174,9333,338,Noordenveld,
438192,9334,266,Noordenveld,
438203,9335,337,Noordenveld,
438210,9336,304,Noordenveld,
438217,9337,346,Noordenveld,
438228,9341,181,Noordenveld,
438278,9342,243,Noordenveld,
438301,9343,303,Noordenveld,
438310,9351,179,Leek,
438543,9351,179,Noordenveld,
438626,9354,230,Leek,
438695,9354,230,Zuidplas,
438713,9355,312,Leek,
438726,9356,174,Leek,
438853,9359,320,Leek,
438857,9361,252,Marum,
438868,9362,230,Marum,
438879,9363,200,Marum,
439077,9364,232,Marum,
439102,9365,274,Marum,
439128,9366,275,Marum,
439137,9367,200,Marum,
439193,9401,181,Assen,
439476,9402,129,Assen,
439742,9403,199,Assen,
440060,9404,140,Assen,
440258,9405,187,Assen,
440443,9406,130,Assen,
440725,9407,141,Assen,
440895,9408,231,Assen,
441050,9409,331,Assen,
441064,9411,181,Midden-Drenthe,
441338,9412,225,Midden-Drenthe,
441362,9413,263,Midden-Drenthe,
441398,9414,212,Midden-Drenthe,
441446,9415,221,Midden-Drenthe,
441485,9416,193,Midden-Drenthe,
441489,9417,254,Midden-Drenthe,
441493,9417,254,Westerveld,
441497,9418,204,Midden-Drenthe,
441541,9419,226,Midden-Drenthe,
441551,9421,173,Midden-Drenthe,
441640,9422,172,Midden-Drenthe,
441723,9422,172,Ooststellingwerf,
441797,9423,172,Midden-Drenthe,
441828,9423,172,Westerveld,
441843,9431,209,Midden-Drenthe,
442013,9432,246,Midden-Drenthe,
442017,9433,271,Midden-Drenthe,
442044,9434,331,Midden-Drenthe,
442053,9435,319,Midden-Drenthe,
442059,9436,257,Midden-Drenthe,
442069,9437,261,Midden-Drenthe,
442075,9438,284,Midden-Drenthe,
442081,9439,206,Midden-Drenthe,
442104,9441,276,Midden-Drenthe,
442121,9442,254,Midden-Drenthe,
442144,9444,262,Aa en Hunze,
442172,9446,332,Aa en Hunze,
442177,9447,329,Aa en Hunze,
442181,9448,311,Aa en Hunze,
442185,9449,314,Aa en Hunze,
442200,9451,221,Aa en Hunze,
442341,9452,342,Aa en Hunze,
442344,9453,330,Aa en Hunze,
442346,9454,275,Aa en Hunze,
442359,9457,371,Aa en Hunze,
442361,9458,361,Aa en Hunze,
442366,9461,211,Aa en Hunze,
442566,9462,218,Aa en Hunze,
442632,9463,232,Aa en Hunze,
442685,9464,265,Aa en Hunze,
442691,9465,302,Aa en Hunze,
442702,9466,300,Aa en Hunze,
442717,9467,282,Aa en Hunze,
442736,9468,229,Aa en Hunze,
442849,9469,360,Aa en Hunze,
442871,9471,225,Tynaarlo,
443017,9471,225,Weststellingwerf,
443085,9472,203,Tynaarlo,
443184,9473,250,Tynaarlo,
443204,9474,263,Tynaarlo,
443218,9475,400,Tynaarlo,
443242,9479,346,Haren,
443272,9481,214,Tynaarlo,
443407,9482,242,Tynaarlo,
443492,9483,320,Tynaarlo,
443515,9484,353,Tynaarlo,
443520,9485,379,Tynaarlo,
443526,9486,445,Assen,
443530,9487,294,Assen,
443532,9488,292,Assen,
443539,9489,302,Assen,
443544,9491,257,Tynaarlo,
443550,9491,257,Assen,
443578,9492,308,Assen,
443585,9493,316,Tynaarlo,
443598,9494,217,Tynaarlo,
443636,9495,402,Tynaarlo,
443644,9496,359,Tynaarlo,
443658,9497,299,Tynaarlo,
443681,9501,136,Stadskanaal,
443990,9502,142,Stadskanaal,
444196,9503,143,Stadskanaal,
444320,9511,195,Aa en Hunze,
444321,9511,195,Emmen,
444353,9512,203,Aa en Hunze,
444360,9514,158,Aa en Hunze,
444422,9515,180,Aa en Hunze,
444441,9521,140,Borger-Odoorn,
444573,9523,170,Borger-Odoorn,
444585,9524,190,Borger-Odoorn,
444596,9525,208,Borger-Odoorn,
444605,9526,250,Borger-Odoorn,
444610,9527,324,Borger-Odoorn,
444614,9528,212,Borger-Odoorn,
444641,9531,179,Borger-Odoorn,
444800,9534,258,Borger-Odoorn,
444809,9535,239,Borger-Odoorn,
444810,9537,298,Borger-Odoorn,
444816,9541,183,Vlagtwedde,
444962,9545,186,Vlagtwedde,
445009,9551,196,Vlagtwedde,
445116,9561,157,Vlagtwedde,
445385,9563,169,Vlagtwedde,
445424,9564,134,Borger-Odoorn,
445427,9566,163,Bellingwedde,
445449,9571,144,Borger-Odoorn,
445511,9573,175,Borger-Odoorn,
445518,9574,183,Borger-Odoorn,
445521,9581,133,Stadskanaal,
445721,9584,176,Stadskanaal,
445761,9585,196,Stadskanaal,
445769,9591,171,Stadskanaal,
445870,9601,113,Hoogezand-Sappemeer,
446069,9602,103,Hoogezand-Sappemeer,
446355,9603,203,Hoogezand-Sappemeer,
446435,9605,184,Hoogezand-Sappemeer,
446456,9606,351,Hoogezand-Sappemeer,
446492,9607,113,Hoogezand-Sappemeer,
446527,9608,175,Hoogezand-Sappemeer,
446554,9609,147,Hoogezand-Sappemeer,
446556,9611,134,Hoogezand-Sappemeer,
446758,9613,298,Slochteren,
446773,9615,163,Slochteren,
446819,9616,242,Slochteren,
446832,9617,228,Slochteren,
446901,9618,170,Slochteren,
446908,9619,189,Slochteren,
446934,9621,162,Slochteren,
447005,9623,230,Slochteren,
447015,9624,206,Slochteren,
447017,9625,193,Slochteren,
447036,9626,191,Slochteren,
447085,9627,193,Slochteren,
447105,9628,164,Slochteren,
447204,9629,231,Slochteren,
447209,9631,201,Veendam,
447219,9632,195,Menterwolde,
447221,9632,195,Veendam,
447222,9633,213,Menterwolde,
447227,9635,172,Menterwolde,
447297,9636,171,Menterwolde,
447414,9641,122,Veendam,
447624,9642,125,Veendam,
447837,9644,153,Veendam,
447887,9645,116,Veendam,
448032,9646,191,Veendam,
448097,9648,168,Veendam,
448222,9648,168,Hoogezand-Sappemeer,
448263,9649,148,Menterwolde,
448418,9651,167,Menterwolde,
448473,9654,173,Aa en Hunze,
448483,9655,233,Aa en Hunze,
448487,9656,206,Aa en Hunze,
448492,9657,228,Aa en Hunze,
448494,9658,231,Aa en Hunze,
448506,9659,159,Aa en Hunze,
448514,9661,168,Stadskanaal,
448553,9663,134,Pekela,
448718,9665,121,Pekela,
448976,9671,124,Oldambt,
449148,9672,150,Oldambt,
449192,9673,108,Oldambt,
449286,9674,122,Oldambt,
449378,9675,128,Oldambt,
449575,9677,133,Oldambt,
449610,9678,148,Oldambt,
449655,9679,139,Oldambt,
449820,9681,133,Oldambt,
449894,9682,141,Oldambt,
449958,9684,117,Oldambt,
450055,9685,359,Oldambt,
450073,9686,111,Oldambt,
450161,9687,157,Oldambt,
450178,9688,101,Oldambt,
450200,9691,120,Oldambt,
450202,9693,94,Oldambt,
450276,9695,155,Bellingwedde,
450401,9696,155,Bellingwedde,
450418,9697,155,Bellingwedde,
450512,9698,176,Bellingwedde,
450566,9699,175,Bellingwedde,
450610,9711,153,Groningen,
450898,9712,166,Groningen,
451203,9713,127,Groningen,
451543,9714,145,Groningen,
451677,9715,117,Groningen,
451913,9716,115,Groningen,
452039,9717,178,Groningen,
452214,9718,167,Groningen,
452485,9721,175,Groningen,
452821,9722,221,Groningen,
453084,9723,232,Groningen,
453240,9724,155,Groningen,
453408,9725,156,Groningen,
453466,9725,156,Haren,
453569,9726,144,Groningen,
453684,9727,185,Groningen,
453837,9728,193,Groningen,
454107,9731,204,Groningen,
454286,9732,132,Groningen,
454408,9733,124,Groningen,
454517,9734,204,Groningen,
454573,9735,290,Groningen,
454586,9736,115,Groningen,
454755,9737,125,Groningen,
454922,9738,220,Groningen,
454940,9741,118,Groningen,
455144,9742,131,Groningen,
455400,9743,127,Groningen,
455689,9744,154,Groningen,
455858,9745,180,Groningen,
455946,9746,262,Groningen,
456034,9747,226,Groningen,
456052,9751,275,Haren,
456278,9752,297,Haren,
456495,9753,204,Haren,
456642,9755,333,Haren,
456679,9756,359,Haren,
456733,9761,218,Tynaarlo,
456919,9765,249,Tynaarlo,
457051,9766,476,Tynaarlo,
457090,9771,168,Winsum,
457136,9773,224,Winsum,
457144,9774,187,Winsum,
457173,9781,170,Bedum,
457433,9784,234,Bedum,
457445,9785,202,Bedum,
457482,9791,164,Ten Boer,
457614,9792,152,Ten Boer,
457649,9793,160,Loppersum,
457650,9793,160,Ten Boer,
457655,9794,181,Ten Boer,
457661,9795,156,Ten Boer,
457676,9796,196,Ten Boer,
457688,9797,208,Ten Boer,
457711,9798,203,Ten Boer,
457729,9801,204,Zuidhorn,
457956,9804,181,Zuidhorn,
458008,9805,268,Zuidhorn,
458017,9811,170,Leek,
458029,9812,207,Leek,
458032,9821,204,Grootegast,
458068,9822,180,Grootegast,
458082,9822,180,De Marne,
458115,9824,247,Marum,
458134,9825,307,Marum,
458144,9827,289,Leek,
458151,9828,200,Leek,
458172,9831,176,Zuidhorn,
458235,9831,176,Groningen,
458245,9832,208,Zuidhorn,
458258,9833,209,Zuidhorn,
458270,9842,143,Zuidhorn,
458292,9843,171,Zuidhorn,
458392,9844,149,Zuidhorn,
458402,9845,161,Zuidhorn,
458415,9851,169,Kollumerland en Nieuwkruisland,
458447,9852,149,Kollumerland en Nieuwkruisland,
458457,9853,120,Kollumerland en Nieuwkruisland,
458485,9861,178,Grootegast,
458597,9862,219,Grootegast,
458619,9863,203,Grootegast,
458653,9864,188,Grootegast,
458677,9865,221,Grootegast,
458755,9866,183,Grootegast,
458788,9871,125,Achtkarspelen,
458793,9872,177,Achtkarspelen,
458800,9873,142,Achtkarspelen,
458835,9881,173,Zuidhorn,
458850,9882,140,Zuidhorn,
458862,9883,159,Zuidhorn,
458886,9883,159,De Marne,
458913,9884,220,Zuidhorn,
458929,9885,189,Zuidhorn,
458935,9886,174,Zuidhorn,
458943,9891,149,Winsum,
458977,9892,191,Winsum,
458994,9893,162,Winsum,
459013,9901,134,Appingedam,
459171,9902,121,Appingedam,
459379,9903,177,Appingedam,
459440,9904,137,Delfzijl,
459446,9905,142,Delfzijl,
459488,9906,134,Delfzijl,
459517,9907,152,Delfzijl,
459524,9908,130,Delfzijl,
459541,9909,128,Delfzijl,
459595,9911,156,Loppersum,
459603,9912,155,Loppersum,
459618,9913,176,Loppersum,
459630,9914,149,Loppersum,
459655,9915,124,Loppersum,
459689,9917,165,Loppersum,
459714,9918,151,Loppersum,
459738,9919,147,Loppersum,
459836,9921,134,Loppersum,
459882,9922,165,Loppersum,
459903,9923,152,Loppersum,
459916,9924,148,Loppersum,
459918,9931,109,Delfzijl,
459992,9932,124,Delfzijl,
460116,9933,102,Delfzijl,
460269,9934,125,Delfzijl,
460468,9936,105,Delfzijl,
460572,9937,162,Delfzijl,
460598,9939,209,Slochteren,
460609,9942,139,Oldambt,
460615,9943,133,Oldambt,
460635,9944,128,Oldambt,
460696,9945,138,Delfzijl,
460762,9946,118,Delfzijl,
460802,9947,131,Delfzijl,
460818,9948,113,Delfzijl,
460835,9949,150,Delfzijl,
460843,9951,169,Winsum,
461052,9953,139,Winsum,
461114,9954,219,Winsum,
461121,9955,173,Winsum,
461137,9956,149,Winsum,
461158,9957,225,Winsum,
461163,9959,163,Bedum,
461187,9961,167,De Marne,
461199,9962,160,De Marne,
461203,9963,141,De Marne,
461218,9964,151,De Marne,
461246,9965,139,De Marne,
461313,9966,130,De Marne,
461323,9967,147,De Marne,
461387,9968,167,De Marne,
461413,9969,145,De Marne,
461429,9971,120,De Marne,
461490,9972,146,De Marne,
461494,9973,129,De Marne,
461507,9974,126,De Marne,
461565,9975,119,De Marne,
461575,9977,133,De Marne,
461626,9978,149,De Marne,
461636,9981,142,Eemsmond,
461754,9981,142,Winsum,
461815,9982,145,Eemsmond,
461926,9983,139,Eemsmond,
461968,9984,137,Eemsmond,
461982,9985,191,Eemsmond,
461989,9986,176,Eemsmond,
461996,9987,126,Loppersum,
462008,9988,137,Eemsmond,
462060,9989,144,Eemsmond,
462148,9991,136,Loppersum,
462225,9992,165,Loppersum,
462233,9993,199,Loppersum,
462241,9994,244,Loppersum,
462245,9995,137,Eemsmond,
462268,9996,156,Eemsmond,
462273,9997,160,Eemsmond,
462292,9998,155,Eemsmond,
462300,9999,168,Eemsmond,
462301,9999,168,Zwolle,
462303,9999,168,Venlo,
462304,9999,168,Staphorst,
462314,9999,168,Horst aan de Maas,
462315,9999,168,Voorschoten,
462320,9999,168,Roermond,
