"Bedrijfstakken/branches SBI 2008";"Perioden";"Regio's";"Vestigingen (aantal)"
"E Waterbedrijven en afvalbeheer";"2018";"Haarlem";10
"E Waterbedrijven en afvalbeheer";"2013";"'s-Hertogenbosch";15
"E Waterbedrijven en afvalbeheer";"2014";"'s-Hertogenbosch";20
"E Waterbedrijven en afvalbeheer";"2015";"'s-Hertogenbosch";25
"E Waterbedrijven en afvalbeheer";"2016";"'s-Hertogenbosch";25
"E Waterbedrijven en afvalbeheer";"2017";"'s-Hertogenbosch";25
"E Waterbedrijven en afvalbeheer";"2018";"'s-Hertogenbosch";20
"E Waterbedrijven en afvalbeheer";"2013";"Leeuwarden";15
"E Waterbedrijven en afvalbeheer";"2014";"Leeuwarden";20
"E Waterbedrijven en afvalbeheer";"2015";"Leeuwarden";20
"E Waterbedrijven en afvalbeheer";"2016";"Leeuwarden";20
"E Waterbedrijven en afvalbeheer";"2017";"Leeuwarden";20
"E Waterbedrijven en afvalbeheer";"2018";"Leeuwarden";20
"E Waterbedrijven en afvalbeheer";"2013";"Leiden";5
"E Waterbedrijven en afvalbeheer";"2014";"Leiden";5
"E Waterbedrijven en afvalbeheer";"2015";"Leiden";5
"E Waterbedrijven en afvalbeheer";"2016";"Leiden";5
"E Waterbedrijven en afvalbeheer";"2017";"Leiden";5
"E Waterbedrijven en afvalbeheer";"2018";"Leiden";5
"E Waterbedrijven en afvalbeheer";"2013";"Lelystad";10
"E Waterbedrijven en afvalbeheer";"2014";"Lelystad";10
"E Waterbedrijven en afvalbeheer";"2015";"Lelystad";10
"E Waterbedrijven en afvalbeheer";"2016";"Lelystad";10
"E Waterbedrijven en afvalbeheer";"2017";"Lelystad";15
"E Waterbedrijven en afvalbeheer";"2018";"Lelystad";15
"E Waterbedrijven en afvalbeheer";"2013";"Maastricht";20
"E Waterbedrijven en afvalbeheer";"2014";"Maastricht";15
"E Waterbedrijven en afvalbeheer";"2015";"Maastricht";15
"E Waterbedrijven en afvalbeheer";"2016";"Maastricht";20
"E Waterbedrijven en afvalbeheer";"2017";"Maastricht";20
"E Waterbedrijven en afvalbeheer";"2018";"Maastricht";20
"E Waterbedrijven en afvalbeheer";"2013";"Middelburg (Z.)";5
"E Waterbedrijven en afvalbeheer";"2014";"Middelburg (Z.)";5
"E Waterbedrijven en afvalbeheer";"2015";"Middelburg (Z.)";5
"E Waterbedrijven en afvalbeheer";"2016";"Middelburg (Z.)";5
"E Waterbedrijven en afvalbeheer";"2017";"Middelburg (Z.)";0
"E Waterbedrijven en afvalbeheer";"2018";"Middelburg (Z.)";0
"E Waterbedrijven en afvalbeheer";"2013";"Rotterdam";65
"E Waterbedrijven en afvalbeheer";"2014";"Rotterdam";70
"E Waterbedrijven en afvalbeheer";"2015";"Rotterdam";75
"E Waterbedrijven en afvalbeheer";"2016";"Rotterdam";90
"E Waterbedrijven en afvalbeheer";"2017";"Rotterdam";90
"E Waterbedrijven en afvalbeheer";"2018";"Rotterdam";110
"E Waterbedrijven en afvalbeheer";"2013";"Tilburg";10
"E Waterbedrijven en afvalbeheer";"2014";"Tilburg";10
"E Waterbedrijven en afvalbeheer";"2015";"Tilburg";15
"E Waterbedrijven en afvalbeheer";"2016";"Tilburg";15
"E Waterbedrijven en afvalbeheer";"2017";"Tilburg";15
"E Waterbedrijven en afvalbeheer";"2018";"Tilburg";10
"E Waterbedrijven en afvalbeheer";"2013";"Utrecht (gemeente)";20
"E Waterbedrijven en afvalbeheer";"2014";"Utrecht (gemeente)";25
"E Waterbedrijven en afvalbeheer";"2015";"Utrecht (gemeente)";25
"E Waterbedrijven en afvalbeheer";"2016";"Utrecht (gemeente)";35
"E Waterbedrijven en afvalbeheer";"2017";"Utrecht (gemeente)";25
"E Waterbedrijven en afvalbeheer";"2018";"Utrecht (gemeente)";30
"E Waterbedrijven en afvalbeheer";"2013";"Zwolle";15
"E Waterbedrijven en afvalbeheer";"2014";"Zwolle";15
"E Waterbedrijven en afvalbeheer";"2015";"Zwolle";20
"E Waterbedrijven en afvalbeheer";"2016";"Zwolle";15
"E Waterbedrijven en afvalbeheer";"2017";"Zwolle";20
"E Waterbedrijven en afvalbeheer";"2018";"Zwolle";20
"F Bouwnijverheid";"2013";"Amsterdam";4775
"F Bouwnijverheid";"2014";"Amsterdam";4705
"F Bouwnijverheid";"2015";"Amsterdam";4760
"F Bouwnijverheid";"2016";"Amsterdam";4980
"F Bouwnijverheid";"2017";"Amsterdam";5315
"F Bouwnijverheid";"2018";"Amsterdam";5680
"F Bouwnijverheid";"2013";"Arnhem";790
"F Bouwnijverheid";"2014";"Arnhem";790
"F Bouwnijverheid";"2015";"Arnhem";800
"F Bouwnijverheid";"2016";"Arnhem";860
"F Bouwnijverheid";"2017";"Arnhem";885
"F Bouwnijverheid";"2018";"Arnhem";945
"F Bouwnijverheid";"2013";"Assen";290
"F Bouwnijverheid";"2014";"Assen";300
"F Bouwnijverheid";"2015";"Assen";315
"F Bouwnijverheid";"2016";"Assen";325
"F Bouwnijverheid";"2017";"Assen";340
"F Bouwnijverheid";"2018";"Assen";340
"F Bouwnijverheid";"2013";"Breda";1240
"F Bouwnijverheid";"2014";"Breda";1215
"F Bouwnijverheid";"2015";"Breda";1275
"F Bouwnijverheid";"2016";"Breda";1360
"F Bouwnijverheid";"2017";"Breda";1395
"F Bouwnijverheid";"2018";"Breda";1445
"F Bouwnijverheid";"2013";"Eindhoven";1310
"F Bouwnijverheid";"2014";"Eindhoven";1330
"F Bouwnijverheid";"2015";"Eindhoven";1375
"F Bouwnijverheid";"2016";"Eindhoven";1400
"F Bouwnijverheid";"2017";"Eindhoven";1420
"F Bouwnijverheid";"2018";"Eindhoven";1505
"F Bouwnijverheid";"2013";"Enschede";785
"F Bouwnijverheid";"2014";"Enschede";755
"F Bouwnijverheid";"2015";"Enschede";740
"F Bouwnijverheid";"2016";"Enschede";775
"F Bouwnijverheid";"2017";"Enschede";795
"F Bouwnijverheid";"2018";"Enschede";835
"F Bouwnijverheid";"2013";"'s-Gravenhage (gemeente)";5695
"F Bouwnijverheid";"2014";"'s-Gravenhage (gemeente)";5770
"F Bouwnijverheid";"2015";"'s-Gravenhage (gemeente)";6080
"F Bouwnijverheid";"2016";"'s-Gravenhage (gemeente)";6665
"F Bouwnijverheid";"2017";"'s-Gravenhage (gemeente)";7230
"F Bouwnijverheid";"2018";"'s-Gravenhage (gemeente)";8365
"F Bouwnijverheid";"2013";"Groningen (gemeente)";800
"F Bouwnijverheid";"2014";"Groningen (gemeente)";790
"F Bouwnijverheid";"2015";"Groningen (gemeente)";820
"F Bouwnijverheid";"2016";"Groningen (gemeente)";850
"F Bouwnijverheid";"2017";"Groningen (gemeente)";870
"F Bouwnijverheid";"2018";"Groningen (gemeente)";890
"F Bouwnijverheid";"2013";"Haarlem";1530
"F Bouwnijverheid";"2014";"Haarlem";1540
"F Bouwnijverheid";"2015";"Haarlem";1585
"F Bouwnijverheid";"2016";"Haarlem";1655
"F Bouwnijverheid";"2017";"Haarlem";1715
"F Bouwnijverheid";"2018";"Haarlem";1755
"F Bouwnijverheid";"2013";"'s-Hertogenbosch";1430
"F Bouwnijverheid";"2014";"'s-Hertogenbosch";1430
"F Bouwnijverheid";"2015";"'s-Hertogenbosch";1680
"F Bouwnijverheid";"2016";"'s-Hertogenbosch";1740
"F Bouwnijverheid";"2017";"'s-Hertogenbosch";1790
"F Bouwnijverheid";"2018";"'s-Hertogenbosch";1860
"F Bouwnijverheid";"2013";"Leeuwarden";525
"F Bouwnijverheid";"2014";"Leeuwarden";590
"F Bouwnijverheid";"2015";"Leeuwarden";615
"F Bouwnijverheid";"2016";"Leeuwarden";625
"F Bouwnijverheid";"2017";"Leeuwarden";660
"F Bouwnijverheid";"2018";"Leeuwarden";800
"F Bouwnijverheid";"2013";"Leiden";960
"F Bouwnijverheid";"2014";"Leiden";925
"F Bouwnijverheid";"2015";"Leiden";970
"F Bouwnijverheid";"2016";"Leiden";1025
"F Bouwnijverheid";"2017";"Leiden";1065
"F Bouwnijverheid";"2018";"Leiden";1120
"F Bouwnijverheid";"2013";"Lelystad";645
"F Bouwnijverheid";"2014";"Lelystad";625
"F Bouwnijverheid";"2015";"Lelystad";635
"F Bouwnijverheid";"2016";"Lelystad";660
"F Bouwnijverheid";"2017";"Lelystad";720
"F Bouwnijverheid";"2018";"Lelystad";785
"F Bouwnijverheid";"2013";"Maastricht";550
"F Bouwnijverheid";"2014";"Maastricht";525
"F Bouwnijverheid";"2015";"Maastricht";520
"F Bouwnijverheid";"2016";"Maastricht";550
"F Bouwnijverheid";"2017";"Maastricht";575
"F Bouwnijverheid";"2018";"Maastricht";590
"F Bouwnijverheid";"2013";"Middelburg (Z.)";290
"F Bouwnijverheid";"2014";"Middelburg (Z.)";300
"F Bouwnijverheid";"2015";"Middelburg (Z.)";300
"F Bouwnijverheid";"2016";"Middelburg (Z.)";305
"F Bouwnijverheid";"2017";"Middelburg (Z.)";305
"F Bouwnijverheid";"2018";"Middelburg (Z.)";320
"F Bouwnijverheid";"2013";"Rotterdam";4190
"F Bouwnijverheid";"2014";"Rotterdam";4140
"F Bouwnijverheid";"2015";"Rotterdam";4225
"F Bouwnijverheid";"2016";"Rotterdam";4430
"F Bouwnijverheid";"2017";"Rotterdam";4710
"F Bouwnijverheid";"2018";"Rotterdam";5275
"F Bouwnijverheid";"2013";"Tilburg";1430
"F Bouwnijverheid";"2014";"Tilburg";1435
"F Bouwnijverheid";"2015";"Tilburg";1470
"F Bouwnijverheid";"2016";"Tilburg";1500
"F Bouwnijverheid";"2017";"Tilburg";1540
"F Bouwnijverheid";"2018";"Tilburg";1645
"F Bouwnijverheid";"2013";"Utrecht (gemeente)";1665
"F Bouwnijverheid";"2014";"Utrecht (gemeente)";1650
"F Bouwnijverheid";"2015";"Utrecht (gemeente)";1725
"F Bouwnijverheid";"2016";"Utrecht (gemeente)";1810
"F Bouwnijverheid";"2017";"Utrecht (gemeente)";1800
"F Bouwnijverheid";"2018";"Utrecht (gemeente)";1900
"F Bouwnijverheid";"2013";"Zwolle";520
"F Bouwnijverheid";"2014";"Zwolle";540
"F Bouwnijverheid";"2015";"Zwolle";545
"F Bouwnijverheid";"2016";"Zwolle";560
"F Bouwnijverheid";"2017";"Zwolle";590
"F Bouwnijverheid";"2018";"Zwolle";625
"G Handel";"2013";"Amsterdam";13520
"G Handel";"2014";"Amsterdam";13390
"G Handel";"2015";"Amsterdam";14075
"G Handel";"2016";"Amsterdam";14595
"G Handel";"2017";"Amsterdam";14595
"G Handel";"2018";"Amsterdam";14990
"G Handel";"2013";"Arnhem";2065
"G Handel";"2014";"Arnhem";2030
"G Handel";"2015";"Arnhem";2105
"G Handel";"2016";"Arnhem";2140
"G Handel";"2017";"Arnhem";2155
"G Handel";"2018";"Arnhem";2200
"G Handel";"2013";"Assen";955
"G Handel";"2014";"Assen";940
"G Handel";"2015";"Assen";935
"G Handel";"2016";"Assen";955
"G Handel";"2017";"Assen";965
"G Handel";"2018";"Assen";975
"G Handel";"2013";"Breda";3030
"G Handel";"2014";"Breda";3005
"G Handel";"2015";"Breda";3120
"G Handel";"2016";"Breda";3190
"G Handel";"2017";"Breda";3170
"G Handel";"2018";"Breda";3185
"G Handel";"2013";"Eindhoven";3280
"G Handel";"2014";"Eindhoven";3215
"G Handel";"2015";"Eindhoven";3345
"G Handel";"2016";"Eindhoven";3455
"G Handel";"2017";"Eindhoven";3440
"G Handel";"2018";"Eindhoven";3555
"G Handel";"2013";"Enschede";2490
"G Handel";"2014";"Enschede";2435
"G Handel";"2015";"Enschede";2485
"G Handel";"2016";"Enschede";2485
"G Handel";"2017";"Enschede";2500
"G Handel";"2018";"Enschede";2545
"G Handel";"2013";"'s-Gravenhage (gemeente)";6685
"G Handel";"2014";"'s-Gravenhage (gemeente)";6670
"G Handel";"2015";"'s-Gravenhage (gemeente)";6895
"G Handel";"2016";"'s-Gravenhage (gemeente)";6985
"G Handel";"2017";"'s-Gravenhage (gemeente)";7055
"G Handel";"2018";"'s-Gravenhage (gemeente)";7245
"G Handel";"2013";"Groningen (gemeente)";2390
"G Handel";"2014";"Groningen (gemeente)";2355
"G Handel";"2015";"Groningen (gemeente)";2500
"G Handel";"2016";"Groningen (gemeente)";2530
"G Handel";"2017";"Groningen (gemeente)";2490
"G Handel";"2018";"Groningen (gemeente)";2550
"G Handel";"2013";"Haarlem";2265
"G Handel";"2014";"Haarlem";2280
"G Handel";"2015";"Haarlem";2360
"G Handel";"2016";"Haarlem";2430
"G Handel";"2017";"Haarlem";2410
"G Handel";"2018";"Haarlem";2425
"G Handel";"2013";"'s-Hertogenbosch";2505
"G Handel";"2014";"'s-Hertogenbosch";2485
"G Handel";"2015";"'s-Hertogenbosch";2715
"G Handel";"2016";"'s-Hertogenbosch";2790
"G Handel";"2017";"'s-Hertogenbosch";2780
"G Handel";"2018";"'s-Hertogenbosch";2870
"G Handel";"2013";"Leeuwarden";1455
"G Handel";"2014";"Leeuwarden";1600
"G Handel";"2015";"Leeuwarden";1625
"G Handel";"2016";"Leeuwarden";1645
"G Handel";"2017";"Leeuwarden";1630
"G Handel";"2018";"Leeuwarden";1845
"G Handel";"2013";"Leiden";1405
"G Handel";"2014";"Leiden";1380
"G Handel";"2015";"Leiden";1410
"G Handel";"2016";"Leiden";1435
"G Handel";"2017";"Leiden";1415
"G Handel";"2018";"Leiden";1465
"G Handel";"2013";"Lelystad";1225
"G Handel";"2014";"Lelystad";1185
"G Handel";"2015";"Lelystad";1250
"G Handel";"2016";"Lelystad";1280
"G Handel";"2017";"Lelystad";1265
"G Handel";"2018";"Lelystad";1310
"G Handel";"2013";"Maastricht";1790
"G Handel";"2014";"Maastricht";1755
"G Handel";"2015";"Maastricht";1760
"G Handel";"2016";"Maastricht";1785
"G Handel";"2017";"Maastricht";1800
"G Handel";"2018";"Maastricht";1820
"G Handel";"2013";"Middelburg (Z.)";660
"G Handel";"2014";"Middelburg (Z.)";645
"G Handel";"2015";"Middelburg (Z.)";650
"G Handel";"2016";"Middelburg (Z.)";670
"G Handel";"2017";"Middelburg (Z.)";675
"G Handel";"2018";"Middelburg (Z.)";675
"G Handel";"2013";"Rotterdam";8650
"G Handel";"2014";"Rotterdam";8630
"G Handel";"2015";"Rotterdam";8905
"G Handel";"2016";"Rotterdam";9195
"G Handel";"2017";"Rotterdam";9235
"G Handel";"2018";"Rotterdam";9575
"G Handel";"2013";"Tilburg";2935
"G Handel";"2014";"Tilburg";2930
"G Handel";"2015";"Tilburg";3040
"G Handel";"2016";"Tilburg";3050
"G Handel";"2017";"Tilburg";3040
"G Handel";"2018";"Tilburg";3120
"G Handel";"2013";"Utrecht (gemeente)";3900
"G Handel";"2014";"Utrecht (gemeente)";3860
"G Handel";"2015";"Utrecht (gemeente)";4075
"G Handel";"2016";"Utrecht (gemeente)";4105
"G Handel";"2017";"Utrecht (gemeente)";4120
"G Handel";"2018";"Utrecht (gemeente)";4290
"G Handel";"2013";"Zwolle";1715
"G Handel";"2014";"Zwolle";1775
"G Handel";"2015";"Zwolle";1855
"G Handel";"2016";"Zwolle";1875
"G Handel";"2017";"Zwolle";1860
"G Handel";"2018";"Zwolle";1900
"H Vervoer en opslag";"2013";"Amsterdam";3035
"H Vervoer en opslag";"2014";"Amsterdam";3010
"H Vervoer en opslag";"2015";"Amsterdam";3240
"H Vervoer en opslag";"2016";"Amsterdam";3510
"H Vervoer en opslag";"2017";"Amsterdam";4365
"H Vervoer en opslag";"2018";"Amsterdam";4875
"H Vervoer en opslag";"2013";"Arnhem";230
"H Vervoer en opslag";"2014";"Arnhem";230
"H Vervoer en opslag";"2015";"Arnhem";255
"H Vervoer en opslag";"2016";"Arnhem";270
"H Vervoer en opslag";"2017";"Arnhem";260
"H Vervoer en opslag";"2018";"Arnhem";280
"H Vervoer en opslag";"2013";"Assen";75
"H Vervoer en opslag";"2014";"Assen";80
"H Vervoer en opslag";"2015";"Assen";85
"H Vervoer en opslag";"2016";"Assen";80
"H Vervoer en opslag";"2017";"Assen";90
"H Vervoer en opslag";"2018";"Assen";95
"H Vervoer en opslag";"2013";"Breda";345
"H Vervoer en opslag";"2014";"Breda";380
"H Vervoer en opslag";"2015";"Breda";405
"H Vervoer en opslag";"2016";"Breda";425
"H Vervoer en opslag";"2017";"Breda";455
"H Vervoer en opslag";"2018";"Breda";490
"H Vervoer en opslag";"2013";"Eindhoven";390
"H Vervoer en opslag";"2014";"Eindhoven";415
"H Vervoer en opslag";"2015";"Eindhoven";410
"H Vervoer en opslag";"2016";"Eindhoven";425
"H Vervoer en opslag";"2017";"Eindhoven";455
"H Vervoer en opslag";"2018";"Eindhoven";490
"H Vervoer en opslag";"2013";"Enschede";180
"H Vervoer en opslag";"2014";"Enschede";190
"H Vervoer en opslag";"2015";"Enschede";195
"H Vervoer en opslag";"2016";"Enschede";205
"H Vervoer en opslag";"2017";"Enschede";205
"H Vervoer en opslag";"2018";"Enschede";205
"H Vervoer en opslag";"2013";"'s-Gravenhage (gemeente)";840
"H Vervoer en opslag";"2014";"'s-Gravenhage (gemeente)";875
"H Vervoer en opslag";"2015";"'s-Gravenhage (gemeente)";930
"H Vervoer en opslag";"2016";"'s-Gravenhage (gemeente)";960
"H Vervoer en opslag";"2017";"'s-Gravenhage (gemeente)";1130
"H Vervoer en opslag";"2018";"'s-Gravenhage (gemeente)";1265
"H Vervoer en opslag";"2013";"Groningen (gemeente)";325
"H Vervoer en opslag";"2014";"Groningen (gemeente)";330
"H Vervoer en opslag";"2015";"Groningen (gemeente)";320
"H Vervoer en opslag";"2016";"Groningen (gemeente)";330
"H Vervoer en opslag";"2017";"Groningen (gemeente)";350
"H Vervoer en opslag";"2018";"Groningen (gemeente)";375
"H Vervoer en opslag";"2013";"Haarlem";210
"H Vervoer en opslag";"2014";"Haarlem";200
"H Vervoer en opslag";"2015";"Haarlem";215
"H Vervoer en opslag";"2016";"Haarlem";235
"H Vervoer en opslag";"2017";"Haarlem";280
"H Vervoer en opslag";"2018";"Haarlem";330
"H Vervoer en opslag";"2013";"'s-Hertogenbosch";250
"H Vervoer en opslag";"2014";"'s-Hertogenbosch";270
"H Vervoer en opslag";"2015";"'s-Hertogenbosch";285
"H Vervoer en opslag";"2016";"'s-Hertogenbosch";300
"H Vervoer en opslag";"2017";"'s-Hertogenbosch";325
"H Vervoer en opslag";"2018";"'s-Hertogenbosch";345
"H Vervoer en opslag";"2013";"Leeuwarden";125
"H Vervoer en opslag";"2014";"Leeuwarden";170
"H Vervoer en opslag";"2015";"Leeuwarden";175
"H Vervoer en opslag";"2016";"Leeuwarden";175
"H Vervoer en opslag";"2017";"Leeuwarden";185
"H Vervoer en opslag";"2018";"Leeuwarden";225
"H Vervoer en opslag";"2013";"Leiden";110
"H Vervoer en opslag";"2014";"Leiden";110
"H Vervoer en opslag";"2015";"Leiden";120
"H Vervoer en opslag";"2016";"Leiden";125
"H Vervoer en opslag";"2017";"Leiden";145
"H Vervoer en opslag";"2018";"Leiden";175
"H Vervoer en opslag";"2013";"Lelystad";140
"H Vervoer en opslag";"2014";"Lelystad";145
"H Vervoer en opslag";"2015";"Lelystad";150
"H Vervoer en opslag";"2016";"Lelystad";165
"H Vervoer en opslag";"2017";"Lelystad";165
"H Vervoer en opslag";"2018";"Lelystad";185
"H Vervoer en opslag";"2013";"Maastricht";160
"H Vervoer en opslag";"2014";"Maastricht";170
"H Vervoer en opslag";"2015";"Maastricht";160
"H Vervoer en opslag";"2016";"Maastricht";165
"H Vervoer en opslag";"2017";"Maastricht";180
"H Vervoer en opslag";"2018";"Maastricht";200
"H Vervoer en opslag";"2013";"Middelburg (Z.)";80
"H Vervoer en opslag";"2014";"Middelburg (Z.)";80
"H Vervoer en opslag";"2015";"Middelburg (Z.)";85
"H Vervoer en opslag";"2016";"Middelburg (Z.)";75
"H Vervoer en opslag";"2017";"Middelburg (Z.)";80
"H Vervoer en opslag";"2018";"Middelburg (Z.)";80
"H Vervoer en opslag";"2013";"Rotterdam";2240
"H Vervoer en opslag";"2014";"Rotterdam";2345
"H Vervoer en opslag";"2015";"Rotterdam";2425
"H Vervoer en opslag";"2016";"Rotterdam";2435
"H Vervoer en opslag";"2017";"Rotterdam";2650
"H Vervoer en opslag";"2018";"Rotterdam";2880
"H Vervoer en opslag";"2013";"Tilburg";300
"H Vervoer en opslag";"2014";"Tilburg";295
"H Vervoer en opslag";"2015";"Tilburg";300
"H Vervoer en opslag";"2016";"Tilburg";315
"H Vervoer en opslag";"2017";"Tilburg";325
"H Vervoer en opslag";"2018";"Tilburg";365
"H Vervoer en opslag";"2013";"Utrecht (gemeente)";595
"H Vervoer en opslag";"2014";"Utrecht (gemeente)";595
"H Vervoer en opslag";"2015";"Utrecht (gemeente)";660
"H Vervoer en opslag";"2016";"Utrecht (gemeente)";680
"H Vervoer en opslag";"2017";"Utrecht (gemeente)";790
"H Vervoer en opslag";"2018";"Utrecht (gemeente)";905
"H Vervoer en opslag";"2013";"Zwolle";220
"H Vervoer en opslag";"2014";"Zwolle";225
"H Vervoer en opslag";"2015";"Zwolle";245
"H Vervoer en opslag";"2016";"Zwolle";245
"H Vervoer en opslag";"2017";"Zwolle";265
"H Vervoer en opslag";"2018";"Zwolle";265
"I Horeca";"2013";"Amsterdam";4650
"I Horeca";"2014";"Amsterdam";4775
"I Horeca";"2015";"Amsterdam";5080
"I Horeca";"2016";"Amsterdam";5485
"I Horeca";"2017";"Amsterdam";5785
"I Horeca";"2018";"Amsterdam";6235
"I Horeca";"2013";"Arnhem";525
"I Horeca";"2014";"Arnhem";540
"I Horeca";"2015";"Arnhem";570
"I Horeca";"2016";"Arnhem";600
"I Horeca";"2017";"Arnhem";610
"I Horeca";"2018";"Arnhem";645
"I Horeca";"2013";"Assen";145
"I Horeca";"2014";"Assen";150
"I Horeca";"2015";"Assen";165
"I Horeca";"2016";"Assen";175
"I Horeca";"2017";"Assen";175
"I Horeca";"2018";"Assen";175
"I Horeca";"2013";"Breda";575
"I Horeca";"2014";"Breda";570
"I Horeca";"2015";"Breda";625
"I Horeca";"2016";"Breda";635
"I Horeca";"2017";"Breda";665
"I Horeca";"2018";"Breda";685
"I Horeca";"2013";"Eindhoven";705
"I Horeca";"2014";"Eindhoven";715
"I Horeca";"2015";"Eindhoven";740
"I Horeca";"2016";"Eindhoven";775
"I Horeca";"2017";"Eindhoven";825
"I Horeca";"2018";"Eindhoven";875
"I Horeca";"2013";"Enschede";410
"I Horeca";"2014";"Enschede";400
"I Horeca";"2015";"Enschede";420
"I Horeca";"2016";"Enschede";455
"I Horeca";"2017";"Enschede";475
"I Horeca";"2018";"Enschede";495
"I Horeca";"2013";"'s-Gravenhage (gemeente)";1890
"I Horeca";"2014";"'s-Gravenhage (gemeente)";1965
"I Horeca";"2015";"'s-Gravenhage (gemeente)";2065
"I Horeca";"2016";"'s-Gravenhage (gemeente)";2175
"I Horeca";"2017";"'s-Gravenhage (gemeente)";2270
"I Horeca";"2018";"'s-Gravenhage (gemeente)";2410
"I Horeca";"2013";"Groningen (gemeente)";635
"I Horeca";"2014";"Groningen (gemeente)";635
"I Horeca";"2015";"Groningen (gemeente)";670
"I Horeca";"2016";"Groningen (gemeente)";695
"I Horeca";"2017";"Groningen (gemeente)";735
"I Horeca";"2018";"Groningen (gemeente)";775
"I Horeca";"2013";"Haarlem";530
"I Horeca";"2014";"Haarlem";550
"I Horeca";"2015";"Haarlem";590
"I Horeca";"2016";"Haarlem";635
"I Horeca";"2017";"Haarlem";665
"I Horeca";"2018";"Haarlem";700
"I Horeca";"2013";"'s-Hertogenbosch";450
"I Horeca";"2014";"'s-Hertogenbosch";470
"I Horeca";"2015";"'s-Hertogenbosch";525
"I Horeca";"2016";"'s-Hertogenbosch";550
"I Horeca";"2017";"'s-Hertogenbosch";590
"I Horeca";"2018";"'s-Hertogenbosch";620
"I Horeca";"2013";"Leeuwarden";330
"I Horeca";"2014";"Leeuwarden";350
"I Horeca";"2015";"Leeuwarden";365
"I Horeca";"2016";"Leeuwarden";365
"I Horeca";"2017";"Leeuwarden";370
"I Horeca";"2018";"Leeuwarden";435
"I Horeca";"2013";"Leiden";405
"I Horeca";"2014";"Leiden";420
"I Horeca";"2015";"Leiden";435
"I Horeca";"2016";"Leiden";440
"I Horeca";"2017";"Leiden";465
"I Horeca";"2018";"Leiden";485
"I Horeca";"2013";"Lelystad";185
"I Horeca";"2014";"Lelystad";210
"I Horeca";"2015";"Lelystad";200
"I Horeca";"2016";"Lelystad";200
"I Horeca";"2017";"Lelystad";220
"I Horeca";"2018";"Lelystad";230
"I Horeca";"2013";"Maastricht";580
"I Horeca";"2014";"Maastricht";590
"I Horeca";"2015";"Maastricht";605
"I Horeca";"2016";"Maastricht";635
"I Horeca";"2017";"Maastricht";645
"I Horeca";"2018";"Maastricht";660
"I Horeca";"2013";"Middelburg (Z.)";175
"I Horeca";"2014";"Middelburg (Z.)";175
"I Horeca";"2015";"Middelburg (Z.)";175
"I Horeca";"2016";"Middelburg (Z.)";180
"I Horeca";"2017";"Middelburg (Z.)";185
"I Horeca";"2018";"Middelburg (Z.)";190
"I Horeca";"2013";"Rotterdam";2100
"I Horeca";"2014";"Rotterdam";2115
"I Horeca";"2015";"Rotterdam";2285
"I Horeca";"2016";"Rotterdam";2395
"I Horeca";"2017";"Rotterdam";2455
"I Horeca";"2018";"Rotterdam";2630
"I Horeca";"2013";"Tilburg";505
"I Horeca";"2014";"Tilburg";495
"I Horeca";"2015";"Tilburg";530
"I Horeca";"2016";"Tilburg";570
"I Horeca";"2017";"Tilburg";575
"I Horeca";"2018";"Tilburg";630
"I Horeca";"2013";"Utrecht (gemeente)";1075
"I Horeca";"2014";"Utrecht (gemeente)";1105
"I Horeca";"2015";"Utrecht (gemeente)";1220
"I Horeca";"2016";"Utrecht (gemeente)";1285
"I Horeca";"2017";"Utrecht (gemeente)";1355
"I Horeca";"2018";"Utrecht (gemeente)";1400
"I Horeca";"2013";"Zwolle";340
"I Horeca";"2014";"Zwolle";340
"I Horeca";"2015";"Zwolle";360
"I Horeca";"2016";"Zwolle";380
"I Horeca";"2017";"Zwolle";380
"I Horeca";"2018";"Zwolle";395
"J Informatie en communicatie";"2013";"Amsterdam";9190
"J Informatie en communicatie";"2014";"Amsterdam";9585
"J Informatie en communicatie";"2015";"Amsterdam";10325
"J Informatie en communicatie";"2016";"Amsterdam";11045
"J Informatie en communicatie";"2017";"Amsterdam";11670
"J Informatie en communicatie";"2018";"Amsterdam";12415
"J Informatie en communicatie";"2013";"Arnhem";815
"J Informatie en communicatie";"2014";"Arnhem";865
"J Informatie en communicatie";"2015";"Arnhem";935
"J Informatie en communicatie";"2016";"Arnhem";965
"J Informatie en communicatie";"2017";"Arnhem";990
"J Informatie en communicatie";"2018";"Arnhem";1060
"J Informatie en communicatie";"2013";"Assen";240
"J Informatie en communicatie";"2014";"Assen";240
"J Informatie en communicatie";"2015";"Assen";260
"J Informatie en communicatie";"2016";"Assen";285
"J Informatie en communicatie";"2017";"Assen";285
"J Informatie en communicatie";"2018";"Assen";305
"J Informatie en communicatie";"2013";"Breda";900
"J Informatie en communicatie";"2014";"Breda";990
"J Informatie en communicatie";"2015";"Breda";1040
"J Informatie en communicatie";"2016";"Breda";1040
"J Informatie en communicatie";"2017";"Breda";1045
"J Informatie en communicatie";"2018";"Breda";1100
"J Informatie en communicatie";"2013";"Eindhoven";1420
"J Informatie en communicatie";"2014";"Eindhoven";1470
"J Informatie en communicatie";"2015";"Eindhoven";1575
"J Informatie en communicatie";"2016";"Eindhoven";1650
"J Informatie en communicatie";"2017";"Eindhoven";1690
"J Informatie en communicatie";"2018";"Eindhoven";1815
"J Informatie en communicatie";"2013";"Enschede";780
