"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven/Totaal geregistreerde misdrijven (aantal)";"Geregistreerde misdrijven/Geregistreerde misdrijven, relatief (% van totaal geregistreerde misdrijven)";"Geregistreerde misdrijven/Geregistreerde misdrijven per 1000 inw.  (per 1 000 inwoners)"
"5 Verkeersmisdrijven";"2014";"Voerendaal";60;14;
"5 Verkeersmisdrijven";"2015";"Voerendaal";50;15;
"5 Verkeersmisdrijven";"2016";"Voerendaal";50;12;
"5 Verkeersmisdrijven";"2017";"Voerendaal";60;16;
"5 Verkeersmisdrijven";"2013";"Voorschoten";135;13;5,5
"5 Verkeersmisdrijven";"2014";"Voorschoten";105;12;4,2
"5 Verkeersmisdrijven";"2015";"Voorschoten";115;13;4,5
"5 Verkeersmisdrijven";"2016";"Voorschoten";110;13;4,3
"5 Verkeersmisdrijven";"2017";"Voorschoten";95;11;3,8
"5 Verkeersmisdrijven";"2013";"Voorst";150;15;6,4
"5 Verkeersmisdrijven";"2014";"Voorst";140;12;5,9
"5 Verkeersmisdrijven";"2015";"Voorst";140;16;5,9
"5 Verkeersmisdrijven";"2016";"Voorst";85;10;
"5 Verkeersmisdrijven";"2017";"Voorst";105;14;4,4
"5 Verkeersmisdrijven";"2013";"Vught";180;15;7
"5 Verkeersmisdrijven";"2014";"Vught";175;15;6,8
"5 Verkeersmisdrijven";"2015";"Vught";155;14;6
"5 Verkeersmisdrijven";"2016";"Vught";155;15;6
"5 Verkeersmisdrijven";"2017";"Vught";150;15;5,7
"5 Verkeersmisdrijven";"2013";"Waadhoeke";;;
"5 Verkeersmisdrijven";"2014";"Waadhoeke";;;
"5 Verkeersmisdrijven";"2015";"Waadhoeke";;;
"5 Verkeersmisdrijven";"2016";"Waadhoeke";;;
"5 Verkeersmisdrijven";"2017";"Waadhoeke";;;
"5 Verkeersmisdrijven";"2013";"Waalre";115;15;6,8
"5 Verkeersmisdrijven";"2014";"Waalre";105;17;6,1
"5 Verkeersmisdrijven";"2015";"Waalre";105;17;6,1
"5 Verkeersmisdrijven";"2016";"Waalre";80;14;
"5 Verkeersmisdrijven";"2017";"Waalre";60;12;
"5 Verkeersmisdrijven";"2013";"Waalwijk";405;16;8,7
"5 Verkeersmisdrijven";"2014";"Waalwijk";395;14;8,5
"5 Verkeersmisdrijven";"2015";"Waalwijk";330;12;7
"5 Verkeersmisdrijven";"2016";"Waalwijk";380;17;8,1
"5 Verkeersmisdrijven";"2017";"Waalwijk";365;18;7,7
"5 Verkeersmisdrijven";"2013";"Waddinxveen";170;15;6,7
"5 Verkeersmisdrijven";"2014";"Waddinxveen";150;14;5,8
"5 Verkeersmisdrijven";"2015";"Waddinxveen";165;15;6,5
"5 Verkeersmisdrijven";"2016";"Waddinxveen";205;17;7,8
"5 Verkeersmisdrijven";"2017";"Waddinxveen";180;19;6,8
"5 Verkeersmisdrijven";"2013";"Wageningen";170;8;4,6
"5 Verkeersmisdrijven";"2014";"Wageningen";150;9;4
"5 Verkeersmisdrijven";"2015";"Wageningen";160;12;4,2
"5 Verkeersmisdrijven";"2016";"Wageningen";145;9;3,8
"5 Verkeersmisdrijven";"2017";"Wageningen";125;11;3,3
"5 Verkeersmisdrijven";"2013";"Wassenaar";275;23;10,7
"5 Verkeersmisdrijven";"2014";"Wassenaar";210;18;8,1
"5 Verkeersmisdrijven";"2015";"Wassenaar";220;20;8,6
"5 Verkeersmisdrijven";"2016";"Wassenaar";205;20;7,8
"5 Verkeersmisdrijven";"2017";"Wassenaar";230;23;8,8
"5 Verkeersmisdrijven";"2013";"Waterland";85;13;
"5 Verkeersmisdrijven";"2014";"Waterland";105;21;6,1
"5 Verkeersmisdrijven";"2015";"Waterland";90;17;
"5 Verkeersmisdrijven";"2016";"Waterland";85;16;
"5 Verkeersmisdrijven";"2017";"Waterland";70;15;
"5 Verkeersmisdrijven";"2013";"Weert";405;12;8,3
"5 Verkeersmisdrijven";"2014";"Weert";375;12;7,7
"5 Verkeersmisdrijven";"2015";"Weert";345;12;7
"5 Verkeersmisdrijven";"2016";"Weert";400;16;8,1
"5 Verkeersmisdrijven";"2017";"Weert";365;17;7,4
"5 Verkeersmisdrijven";"2013";"Weesp";105;9;5,7
"5 Verkeersmisdrijven";"2014";"Weesp";130;13;7
"5 Verkeersmisdrijven";"2015";"Weesp";110;12;6
"5 Verkeersmisdrijven";"2016";"Weesp";105;12;5,6
"5 Verkeersmisdrijven";"2017";"Weesp";75;10;
"5 Verkeersmisdrijven";"2013";"Werkendam";145;13;5,6
"5 Verkeersmisdrijven";"2014";"Werkendam";100;11;3,8
"5 Verkeersmisdrijven";"2015";"Werkendam";120;14;4,5
"5 Verkeersmisdrijven";"2016";"Werkendam";100;13;3,8
"5 Verkeersmisdrijven";"2017";"Werkendam";50;12;
"5 Verkeersmisdrijven";"2013";"Wervershoof";;;
"5 Verkeersmisdrijven";"2014";"Wervershoof";;;
"5 Verkeersmisdrijven";"2015";"Wervershoof";;;
"5 Verkeersmisdrijven";"2016";"Wervershoof";;;
"5 Verkeersmisdrijven";"2017";"Wervershoof";;;
"5 Verkeersmisdrijven";"2013";"West Betuwe";;;
"5 Verkeersmisdrijven";"2014";"West Betuwe";;;
"5 Verkeersmisdrijven";"2015";"West Betuwe";;;
"5 Verkeersmisdrijven";"2016";"West Betuwe";;;
"5 Verkeersmisdrijven";"2017";"West Betuwe";;;
"5 Verkeersmisdrijven";"2013";"West Maas en Waal";80;12;
"5 Verkeersmisdrijven";"2014";"West Maas en Waal";70;12;
"5 Verkeersmisdrijven";"2015";"West Maas en Waal";55;10;
"5 Verkeersmisdrijven";"2016";"West Maas en Waal";65;13;
"5 Verkeersmisdrijven";"2017";"West Maas en Waal";55;12;
"5 Verkeersmisdrijven";"2013";"Westerkwartier";;;
"5 Verkeersmisdrijven";"2014";"Westerkwartier";;;
"5 Verkeersmisdrijven";"2015";"Westerkwartier";;;
"5 Verkeersmisdrijven";"2016";"Westerkwartier";;;
"5 Verkeersmisdrijven";"2017";"Westerkwartier";;;
"5 Verkeersmisdrijven";"2013";"Westerveld";60;10;
"5 Verkeersmisdrijven";"2014";"Westerveld";70;13;
"5 Verkeersmisdrijven";"2015";"Westerveld";55;11;
"5 Verkeersmisdrijven";"2016";"Westerveld";65;14;
"5 Verkeersmisdrijven";"2017";"Westerveld";50;13;
"5 Verkeersmisdrijven";"2013";"Westervoort";55;7;
"5 Verkeersmisdrijven";"2014";"Westervoort";55;9;
"5 Verkeersmisdrijven";"2015";"Westervoort";55;10;
"5 Verkeersmisdrijven";"2016";"Westervoort";50;10;
"5 Verkeersmisdrijven";"2017";"Westervoort";55;11;
"5 Verkeersmisdrijven";"2013";"Westerwolde";;;
"5 Verkeersmisdrijven";"2014";"Westerwolde";;;
"5 Verkeersmisdrijven";"2015";"Westerwolde";;;
"5 Verkeersmisdrijven";"2016";"Westerwolde";;;
"5 Verkeersmisdrijven";"2017";"Westerwolde";;;
"5 Verkeersmisdrijven";"2013";"Westland";1025;20;10
"5 Verkeersmisdrijven";"2014";"Westland";920;19;8,9
"5 Verkeersmisdrijven";"2015";"Westland";885;19;8,5
"5 Verkeersmisdrijven";"2016";"Westland";835;18;8
"5 Verkeersmisdrijven";"2017";"Westland";795;20;7,5
"5 Verkeersmisdrijven";"2013";"Weststellingwerf";115;12;4,5
"5 Verkeersmisdrijven";"2014";"Weststellingwerf";120;14;4,7
"5 Verkeersmisdrijven";"2015";"Weststellingwerf";120;12;4,6
"5 Verkeersmisdrijven";"2016";"Weststellingwerf";110;13;4,3
"5 Verkeersmisdrijven";"2017";"Weststellingwerf";100;15;4
"5 Verkeersmisdrijven";"2013";"Westvoorne";120;18;8,8
"5 Verkeersmisdrijven";"2014";"Westvoorne";115;19;8,2
"5 Verkeersmisdrijven";"2015";"Westvoorne";95;19;
"5 Verkeersmisdrijven";"2016";"Westvoorne";90;16;
"5 Verkeersmisdrijven";"2017";"Westvoorne";115;23;7,9
"5 Verkeersmisdrijven";"2013";"Wierden";130;19;5,5
"5 Verkeersmisdrijven";"2014";"Wierden";150;24;6,2
"5 Verkeersmisdrijven";"2015";"Wierden";135;22;5,7
"5 Verkeersmisdrijven";"2016";"Wierden";130;23;5,4
"5 Verkeersmisdrijven";"2017";"Wierden";125;23;5,2
"5 Verkeersmisdrijven";"2013";"Wieringen";;;
"5 Verkeersmisdrijven";"2014";"Wieringen";;;
"5 Verkeersmisdrijven";"2015";"Wieringen";;;
"5 Verkeersmisdrijven";"2016";"Wieringen";;;
"5 Verkeersmisdrijven";"2017";"Wieringen";;;
"5 Verkeersmisdrijven";"2013";"Wieringermeer";;;
"5 Verkeersmisdrijven";"2014";"Wieringermeer";;;
"5 Verkeersmisdrijven";"2015";"Wieringermeer";;;
"5 Verkeersmisdrijven";"2016";"Wieringermeer";;;
"5 Verkeersmisdrijven";"2017";"Wieringermeer";;;
"5 Verkeersmisdrijven";"2013";"Wijchen";185;10;4,5
"5 Verkeersmisdrijven";"2014";"Wijchen";195;12;4,8
"5 Verkeersmisdrijven";"2015";"Wijchen";185;11;4,6
"5 Verkeersmisdrijven";"2016";"Wijchen";195;13;4,8
"5 Verkeersmisdrijven";"2017";"Wijchen";170;13;4,1
"5 Verkeersmisdrijven";"2013";"Wijdemeren";145;16;6,2
"5 Verkeersmisdrijven";"2014";"Wijdemeren";135;16;5,8
"5 Verkeersmisdrijven";"2015";"Wijdemeren";115;15;5
"5 Verkeersmisdrijven";"2016";"Wijdemeren";125;16;5,3
"5 Verkeersmisdrijven";"2017";"Wijdemeren";90;13;
"5 Verkeersmisdrijven";"2013";"Wijk bij Duurstede";120;16;5,1
"5 Verkeersmisdrijven";"2014";"Wijk bij Duurstede";105;17;4,6
"5 Verkeersmisdrijven";"2015";"Wijk bij Duurstede";80;14;
"5 Verkeersmisdrijven";"2016";"Wijk bij Duurstede";80;15;
"5 Verkeersmisdrijven";"2017";"Wijk bij Duurstede";95;17;
"5 Verkeersmisdrijven";"2013";"Winsum";25;8;
"5 Verkeersmisdrijven";"2014";"Winsum";40;14;
"5 Verkeersmisdrijven";"2015";"Winsum";15;7;
"5 Verkeersmisdrijven";"2016";"Winsum";30;12;
"5 Verkeersmisdrijven";"2017";"Winsum";20;10;
"5 Verkeersmisdrijven";"2013";"Winterswijk";150;12;5,2
"5 Verkeersmisdrijven";"2014";"Winterswijk";140;11;4,9
"5 Verkeersmisdrijven";"2015";"Winterswijk";150;12;5,2
"5 Verkeersmisdrijven";"2016";"Winterswijk";155;14;5,4
"5 Verkeersmisdrijven";"2017";"Winterswijk";155;17;5,4
"5 Verkeersmisdrijven";"2013";"Woensdrecht";195;20;9
"5 Verkeersmisdrijven";"2014";"Woensdrecht";160;19;7,4
"5 Verkeersmisdrijven";"2015";"Woensdrecht";185;22;8,6
"5 Verkeersmisdrijven";"2016";"Woensdrecht";170;21;7,9
"5 Verkeersmisdrijven";"2017";"Woensdrecht";150;20;6,8
"5 Verkeersmisdrijven";"2013";"Woerden";345;16;6,8
"5 Verkeersmisdrijven";"2014";"Woerden";320;15;6,3
"5 Verkeersmisdrijven";"2015";"Woerden";335;13;6,7
"5 Verkeersmisdrijven";"2016";"Woerden";370;17;7,2
"5 Verkeersmisdrijven";"2017";"Woerden";305;14;5,9
"5 Verkeersmisdrijven";"2013";"De Wolden";50;8;
"5 Verkeersmisdrijven";"2014";"De Wolden";55;11;
"5 Verkeersmisdrijven";"2015";"De Wolden";50;10;
"5 Verkeersmisdrijven";"2016";"De Wolden";85;15;
"5 Verkeersmisdrijven";"2017";"De Wolden";70;16;
"5 Verkeersmisdrijven";"2013";"Wormerland";85;14;
"5 Verkeersmisdrijven";"2014";"Wormerland";65;15;
"5 Verkeersmisdrijven";"2015";"Wormerland";75;16;
"5 Verkeersmisdrijven";"2016";"Wormerland";65;17;
"5 Verkeersmisdrijven";"2017";"Wormerland";70;20;
"5 Verkeersmisdrijven";"2013";"Woudenberg";70;16;
"5 Verkeersmisdrijven";"2014";"Woudenberg";65;15;
"5 Verkeersmisdrijven";"2015";"Woudenberg";50;12;
"5 Verkeersmisdrijven";"2016";"Woudenberg";50;14;
"5 Verkeersmisdrijven";"2017";"Woudenberg";65;16;
"5 Verkeersmisdrijven";"2013";"Woudrichem";70;14;
"5 Verkeersmisdrijven";"2014";"Woudrichem";55;13;
"5 Verkeersmisdrijven";"2015";"Woudrichem";45;11;
"5 Verkeersmisdrijven";"2016";"Woudrichem";55;15;
"5 Verkeersmisdrijven";"2017";"Woudrichem";50;23;
"5 Verkeersmisdrijven";"2013";"Wûnseradiel";;;
"5 Verkeersmisdrijven";"2014";"Wûnseradiel";;;
"5 Verkeersmisdrijven";"2015";"Wûnseradiel";;;
"5 Verkeersmisdrijven";"2016";"Wûnseradiel";;;
"5 Verkeersmisdrijven";"2017";"Wûnseradiel";;;
"5 Verkeersmisdrijven";"2013";"Wymbritseradiel";;;
"5 Verkeersmisdrijven";"2014";"Wymbritseradiel";;;
"5 Verkeersmisdrijven";"2015";"Wymbritseradiel";;;
"5 Verkeersmisdrijven";"2016";"Wymbritseradiel";;;
"5 Verkeersmisdrijven";"2017";"Wymbritseradiel";;;
"5 Verkeersmisdrijven";"2013";"Zaanstad";1145;12;7,7
"5 Verkeersmisdrijven";"2014";"Zaanstad";1075;12;7,1
"5 Verkeersmisdrijven";"2015";"Zaanstad";1050;12;6,9
"5 Verkeersmisdrijven";"2016";"Zaanstad";1005;13;6,6
"5 Verkeersmisdrijven";"2017";"Zaanstad";990;14;6,4
"5 Verkeersmisdrijven";"2013";"Zaltbommel";175;12;6,5
"5 Verkeersmisdrijven";"2014";"Zaltbommel";165;12;6
"5 Verkeersmisdrijven";"2015";"Zaltbommel";150;10;5,4
"5 Verkeersmisdrijven";"2016";"Zaltbommel";160;14;5,8
"5 Verkeersmisdrijven";"2017";"Zaltbommel";130;12;4,7
"5 Verkeersmisdrijven";"2013";"Zandvoort";245;16;14,8
"5 Verkeersmisdrijven";"2014";"Zandvoort";180;15;10,9
"5 Verkeersmisdrijven";"2015";"Zandvoort";150;12;8,9
"5 Verkeersmisdrijven";"2016";"Zandvoort";175;16;10,4
"5 Verkeersmisdrijven";"2017";"Zandvoort";200;19;12
"5 Verkeersmisdrijven";"2013";"Zederik";115;26;8,6
"5 Verkeersmisdrijven";"2014";"Zederik";100;24;7,2
"5 Verkeersmisdrijven";"2015";"Zederik";70;19;
"5 Verkeersmisdrijven";"2016";"Zederik";80;21;
"5 Verkeersmisdrijven";"2017";"Zederik";85;22;
"5 Verkeersmisdrijven";"2013";"Zeevang";20;9;
"5 Verkeersmisdrijven";"2014";"Zeevang";20;10;
"5 Verkeersmisdrijven";"2015";"Zeevang";35;21;
"5 Verkeersmisdrijven";"2016";"Zeevang";;;
"5 Verkeersmisdrijven";"2017";"Zeevang";;;
"5 Verkeersmisdrijven";"2013";"Zeewolde";150;14;7,1
"5 Verkeersmisdrijven";"2014";"Zeewolde";135;13;6,4
"5 Verkeersmisdrijven";"2015";"Zeewolde";115;15;5,3
"5 Verkeersmisdrijven";"2016";"Zeewolde";135;14;6,1
"5 Verkeersmisdrijven";"2017";"Zeewolde";135;18;6
"5 Verkeersmisdrijven";"2013";"Zeist";390;11;6,4
"5 Verkeersmisdrijven";"2014";"Zeist";395;11;6,5
"5 Verkeersmisdrijven";"2015";"Zeist";400;11;6,5
"5 Verkeersmisdrijven";"2016";"Zeist";350;10;5,6
"5 Verkeersmisdrijven";"2017";"Zeist";325;10;5,1
"5 Verkeersmisdrijven";"2013";"Zevenaar";160;10;4,9
"5 Verkeersmisdrijven";"2014";"Zevenaar";160;11;5
"5 Verkeersmisdrijven";"2015";"Zevenaar";125;11;3,9
"5 Verkeersmisdrijven";"2016";"Zevenaar";155;13;4,7
"5 Verkeersmisdrijven";"2017";"Zevenaar";145;13;4,5
"5 Verkeersmisdrijven";"2013";"Zijpe";;;
"5 Verkeersmisdrijven";"2014";"Zijpe";;;
"5 Verkeersmisdrijven";"2015";"Zijpe";;;
"5 Verkeersmisdrijven";"2016";"Zijpe";;;
"5 Verkeersmisdrijven";"2017";"Zijpe";;;
"5 Verkeersmisdrijven";"2013";"Zoetermeer";1225;14;9,9
"5 Verkeersmisdrijven";"2014";"Zoetermeer";1020;13;8,3
"5 Verkeersmisdrijven";"2015";"Zoetermeer";855;13;6,9
"5 Verkeersmisdrijven";"2016";"Zoetermeer";1035;17;8,3
"5 Verkeersmisdrijven";"2017";"Zoetermeer";825;14;6,6
"5 Verkeersmisdrijven";"2013";"Zoeterwoude";50;13;
"5 Verkeersmisdrijven";"2014";"Zoeterwoude";65;24;
"5 Verkeersmisdrijven";"2015";"Zoeterwoude";35;14;
"5 Verkeersmisdrijven";"2016";"Zoeterwoude";45;17;
"5 Verkeersmisdrijven";"2017";"Zoeterwoude";30;15;
"5 Verkeersmisdrijven";"2013";"Zuidhorn";40;9;
"5 Verkeersmisdrijven";"2014";"Zuidhorn";55;14;
"5 Verkeersmisdrijven";"2015";"Zuidhorn";60;17;
"5 Verkeersmisdrijven";"2016";"Zuidhorn";55;16;
"5 Verkeersmisdrijven";"2017";"Zuidhorn";55;20;
"5 Verkeersmisdrijven";"2013";"Zuidplas";390;20;9,5
"5 Verkeersmisdrijven";"2014";"Zuidplas";370;21;9
"5 Verkeersmisdrijven";"2015";"Zuidplas";345;21;8,4
"5 Verkeersmisdrijven";"2016";"Zuidplas";305;18;7,4
"5 Verkeersmisdrijven";"2017";"Zuidplas";320;20;7,7
"5 Verkeersmisdrijven";"2013";"Zundert";145;13;6,9
"5 Verkeersmisdrijven";"2014";"Zundert";140;12;6,4
"5 Verkeersmisdrijven";"2015";"Zundert";120;12;5,6
"5 Verkeersmisdrijven";"2016";"Zundert";130;15;6,1
"5 Verkeersmisdrijven";"2017";"Zundert";120;16;5,6
"5 Verkeersmisdrijven";"2013";"Zutphen";300;10;6,3
"5 Verkeersmisdrijven";"2014";"Zutphen";265;9;5,6
"5 Verkeersmisdrijven";"2015";"Zutphen";265;10;5,7
"5 Verkeersmisdrijven";"2016";"Zutphen";245;8;5,2
"5 Verkeersmisdrijven";"2017";"Zutphen";220;9;4,6
"5 Verkeersmisdrijven";"2013";"Zwartewaterland";135;19;6,1
"5 Verkeersmisdrijven";"2014";"Zwartewaterland";110;21;5
"5 Verkeersmisdrijven";"2015";"Zwartewaterland";110;18;5
"5 Verkeersmisdrijven";"2016";"Zwartewaterland";110;23;4,9
"5 Verkeersmisdrijven";"2017";"Zwartewaterland";95;22;
"5 Verkeersmisdrijven";"2013";"Zwijndrecht";325;14;7,3
"5 Verkeersmisdrijven";"2014";"Zwijndrecht";325;15;7,3
"5 Verkeersmisdrijven";"2015";"Zwijndrecht";260;14;5,8
"5 Verkeersmisdrijven";"2016";"Zwijndrecht";270;12;6,1
"5 Verkeersmisdrijven";"2017";"Zwijndrecht";265;15;6
"5 Verkeersmisdrijven";"2013";"Zwolle";975;11;8
"5 Verkeersmisdrijven";"2014";"Zwolle";905;12;7,3
"5 Verkeersmisdrijven";"2015";"Zwolle";790;11;6,4
"5 Verkeersmisdrijven";"2016";"Zwolle";830;12;6,6
"5 Verkeersmisdrijven";"2017";"Zwolle";805;13;6,4
"5 Verkeersmisdrijven";"2013";"Niet-gemeentelijk ingedeeld";205;15;
"5 Verkeersmisdrijven";"2014";"Niet-gemeentelijk ingedeeld";190;13;
"5 Verkeersmisdrijven";"2015";"Niet-gemeentelijk ingedeeld";660;40;
"5 Verkeersmisdrijven";"2016";"Niet-gemeentelijk ingedeeld";230;20;
"5 Verkeersmisdrijven";"2017";"Niet-gemeentelijk ingedeeld";345;21;
"6 Drugsmisdrijven";"2013";"Aa en Hunze";5;1;
"6 Drugsmisdrijven";"2014";"Aa en Hunze";5;0;
"6 Drugsmisdrijven";"2015";"Aa en Hunze";5;1;
"6 Drugsmisdrijven";"2016";"Aa en Hunze";0;0;0
"6 Drugsmisdrijven";"2017";"Aa en Hunze";5;1;
"6 Drugsmisdrijven";"2013";"Aalburg";15;3;
"6 Drugsmisdrijven";"2014";"Aalburg";10;2;
"6 Drugsmisdrijven";"2015";"Aalburg";10;2;
"6 Drugsmisdrijven";"2016";"Aalburg";5;1;
"6 Drugsmisdrijven";"2017";"Aalburg";15;5;
"6 Drugsmisdrijven";"2013";"Aalsmeer";10;1;
"6 Drugsmisdrijven";"2014";"Aalsmeer";20;2;
"6 Drugsmisdrijven";"2015";"Aalsmeer";20;2;
"6 Drugsmisdrijven";"2016";"Aalsmeer";10;1;
"6 Drugsmisdrijven";"2017";"Aalsmeer";15;1;
"6 Drugsmisdrijven";"2013";"Aalten";5;1;
"6 Drugsmisdrijven";"2014";"Aalten";5;1;
"6 Drugsmisdrijven";"2015";"Aalten";5;1;
"6 Drugsmisdrijven";"2016";"Aalten";5;1;
"6 Drugsmisdrijven";"2017";"Aalten";10;2;
"6 Drugsmisdrijven";"2013";"Abcoude";;;
"6 Drugsmisdrijven";"2014";"Abcoude";;;
"6 Drugsmisdrijven";"2015";"Abcoude";;;
"6 Drugsmisdrijven";"2016";"Abcoude";;;
"6 Drugsmisdrijven";"2017";"Abcoude";;;
"6 Drugsmisdrijven";"2013";"Achtkarspelen";20;3;
"6 Drugsmisdrijven";"2014";"Achtkarspelen";20;3;
"6 Drugsmisdrijven";"2015";"Achtkarspelen";40;5;
"6 Drugsmisdrijven";"2016";"Achtkarspelen";20;3;
"6 Drugsmisdrijven";"2017";"Achtkarspelen";30;5;
"6 Drugsmisdrijven";"2013";"Alblasserdam";5;1;
"6 Drugsmisdrijven";"2014";"Alblasserdam";10;1;
"6 Drugsmisdrijven";"2015";"Alblasserdam";10;1;
"6 Drugsmisdrijven";"2016";"Alblasserdam";10;1;
"6 Drugsmisdrijven";"2017";"Alblasserdam";10;1;
"6 Drugsmisdrijven";"2013";"Albrandswaard";5;1;
"6 Drugsmisdrijven";"2014";"Albrandswaard";5;1;
"6 Drugsmisdrijven";"2015";"Albrandswaard";10;1;
"6 Drugsmisdrijven";"2016";"Albrandswaard";5;0;
"6 Drugsmisdrijven";"2017";"Albrandswaard";10;1;
"6 Drugsmisdrijven";"2013";"Alkmaar";65;1;
"6 Drugsmisdrijven";"2014";"Alkmaar";50;1;
"6 Drugsmisdrijven";"2015";"Alkmaar";65;1;
"6 Drugsmisdrijven";"2016";"Alkmaar";55;1;
"6 Drugsmisdrijven";"2017";"Alkmaar";45;1;
"6 Drugsmisdrijven";"2013";"Almelo";65;1;
"6 Drugsmisdrijven";"2014";"Almelo";45;1;
"6 Drugsmisdrijven";"2015";"Almelo";45;1;
"6 Drugsmisdrijven";"2016";"Almelo";40;1;
"6 Drugsmisdrijven";"2017";"Almelo";55;1;
"6 Drugsmisdrijven";"2013";"Almere";225;1;1,2
"6 Drugsmisdrijven";"2014";"Almere";210;2;1,1
"6 Drugsmisdrijven";"2015";"Almere";185;2;0,9
"6 Drugsmisdrijven";"2016";"Almere";280;2;1,4
"6 Drugsmisdrijven";"2017";"Almere";220;2;1,1
"6 Drugsmisdrijven";"2013";"Alphen aan den Rijn";60;1;
"6 Drugsmisdrijven";"2014";"Alphen aan den Rijn";50;1;
"6 Drugsmisdrijven";"2015";"Alphen aan den Rijn";55;1;
"6 Drugsmisdrijven";"2016";"Alphen aan den Rijn";45;1;
"6 Drugsmisdrijven";"2017";"Alphen aan den Rijn";75;2;
"6 Drugsmisdrijven";"2013";"Alphen-Chaam";5;1;
"6 Drugsmisdrijven";"2014";"Alphen-Chaam";5;1;
"6 Drugsmisdrijven";"2015";"Alphen-Chaam";0;0;0
"6 Drugsmisdrijven";"2016";"Alphen-Chaam";5;2;
"6 Drugsmisdrijven";"2017";"Alphen-Chaam";0;0;0
"6 Drugsmisdrijven";"2013";"Altena";;;
"6 Drugsmisdrijven";"2014";"Altena";;;
"6 Drugsmisdrijven";"2015";"Altena";;;
"6 Drugsmisdrijven";"2016";"Altena";;;
"6 Drugsmisdrijven";"2017";"Altena";;;
"6 Drugsmisdrijven";"2013";"Ameland";5;2;
"6 Drugsmisdrijven";"2014";"Ameland";0;0;0
"6 Drugsmisdrijven";"2015";"Ameland";5;2;
"6 Drugsmisdrijven";"2016";"Ameland";5;2;
"6 Drugsmisdrijven";"2017";"Ameland";5;4;
"6 Drugsmisdrijven";"2013";"Amersfoort";80;1;
"6 Drugsmisdrijven";"2014";"Amersfoort";85;1;
"6 Drugsmisdrijven";"2015";"Amersfoort";80;1;
"6 Drugsmisdrijven";"2016";"Amersfoort";100;1;0,6
"6 Drugsmisdrijven";"2017";"Amersfoort";65;1;
"6 Drugsmisdrijven";"2013";"Amstelveen";45;1;
"6 Drugsmisdrijven";"2014";"Amstelveen";65;2;
"6 Drugsmisdrijven";"2015";"Amstelveen";55;1;
"6 Drugsmisdrijven";"2016";"Amstelveen";60;1;
"6 Drugsmisdrijven";"2017";"Amstelveen";45;1;
"6 Drugsmisdrijven";"2013";"Amsterdam";1470;1;1,8
"6 Drugsmisdrijven";"2014";"Amsterdam";1600;2;2
"6 Drugsmisdrijven";"2015";"Amsterdam";1595;2;1,9
"6 Drugsmisdrijven";"2016";"Amsterdam";1350;1;1,6
"6 Drugsmisdrijven";"2017";"Amsterdam";1280;1;1,5
"6 Drugsmisdrijven";"2013";"Andijk";;;
"6 Drugsmisdrijven";"2014";"Andijk";;;
"6 Drugsmisdrijven";"2015";"Andijk";;;
"6 Drugsmisdrijven";"2016";"Andijk";;;
"6 Drugsmisdrijven";"2017";"Andijk";;;
"6 Drugsmisdrijven";"2013";"Anna Paulowna";;;
"6 Drugsmisdrijven";"2014";"Anna Paulowna";;;
"6 Drugsmisdrijven";"2015";"Anna Paulowna";;;
"6 Drugsmisdrijven";"2016";"Anna Paulowna";;;
"6 Drugsmisdrijven";"2017";"Anna Paulowna";;;
"6 Drugsmisdrijven";"2013";"Apeldoorn";125;1;0,8
"6 Drugsmisdrijven";"2014";"Apeldoorn";165;2;1,1
"6 Drugsmisdrijven";"2015";"Apeldoorn";120;1;0,8
"6 Drugsmisdrijven";"2016";"Apeldoorn";85;1;
"6 Drugsmisdrijven";"2017";"Apeldoorn";65;1;
"6 Drugsmisdrijven";"2013";"Appingedam";15;3;
"6 Drugsmisdrijven";"2014";"Appingedam";5;1;
"6 Drugsmisdrijven";"2015";"Appingedam";5;2;
"6 Drugsmisdrijven";"2016";"Appingedam";0;0;0
"6 Drugsmisdrijven";"2017";"Appingedam";5;1;
"6 Drugsmisdrijven";"2013";"Arnhem";155;1;1
"6 Drugsmisdrijven";"2014";"Arnhem";175;1;1,2
"6 Drugsmisdrijven";"2015";"Arnhem";185;1;1,2
"6 Drugsmisdrijven";"2016";"Arnhem";160;1;1
"6 Drugsmisdrijven";"2017";"Arnhem";175;2;1,1
"6 Drugsmisdrijven";"2013";"Assen";45;1;
"6 Drugsmisdrijven";"2014";"Assen";70;2;
"6 Drugsmisdrijven";"2015";"Assen";50;1;
"6 Drugsmisdrijven";"2016";"Assen";50;1;
"6 Drugsmisdrijven";"2017";"Assen";65;2;
"6 Drugsmisdrijven";"2013";"Asten";10;1;
"6 Drugsmisdrijven";"2014";"Asten";15;2;
"6 Drugsmisdrijven";"2015";"Asten";15;2;
"6 Drugsmisdrijven";"2016";"Asten";15;2;
"6 Drugsmisdrijven";"2017";"Asten";10;1;
"6 Drugsmisdrijven";"2013";"Baarle-Nassau";5;2;
"6 Drugsmisdrijven";"2014";"Baarle-Nassau";5;1;
"6 Drugsmisdrijven";"2015";"Baarle-Nassau";5;1;
"6 Drugsmisdrijven";"2016";"Baarle-Nassau";5;2;
"6 Drugsmisdrijven";"2017";"Baarle-Nassau";5;1;
"6 Drugsmisdrijven";"2013";"Baarn";5;1;
"6 Drugsmisdrijven";"2014";"Baarn";15;1;
