,Provincie,Regio's,Perioden,Bedrijfstak_code,Bedrijfstak,Vestigingen (aantal),Aantal_vestigingen_genormaliseerd,Vestigingen Klasse
26099,Zuid-Holland,Bergambacht,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26100,Zuid-Holland,Bergambacht,2018,F,Bouwnijverheid,0.0,0.0,Geen
26101,Zuid-Holland,Bergambacht,2018,G,Handel,0.0,0.0,Geen
26102,Zuid-Holland,Bergambacht,2018,H,Vervoer en opslag,0.0,0.0,Geen
26103,Zuid-Holland,Bergambacht,2018,I,Horeca,0.0,0.0,Geen
26104,Zuid-Holland,Bergambacht,2018,J,Informatie en communicatie,0.0,0.0,Geen
26105,Zuid-Holland,Bergambacht,2018,K,Financiële dienstverlening,0.0,0.0,Geen
26106,Zuid-Holland,Bergambacht,2018,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26107,Zuid-Holland,Bergambacht,2018,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26108,Zuid-Holland,Bergambacht,2018,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26109,Zuid-Holland,Bergambacht,2018,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26110,Zuid-Holland,Bergambacht,2018,S,Overige dienstverlening,0.0,0.0,Geen
26111,Zuid-Holland,Bergambacht,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
26112,Zuid-Holland,Bernisse,2015,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26113,Zuid-Holland,Bernisse,2015,B,Delfstoffenwinning,0.0,0.0,Geen
26114,Zuid-Holland,Bernisse,2015,C,Industrie,0.0,0.0,Geen
26115,Zuid-Holland,Bernisse,2015,D,Energievoorziening,0.0,0.0,Geen
26116,Zuid-Holland,Bernisse,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26117,Zuid-Holland,Bernisse,2015,F,Bouwnijverheid,0.0,0.0,Geen
26118,Zuid-Holland,Bernisse,2015,G,Handel,0.0,0.0,Geen
26119,Zuid-Holland,Bernisse,2015,H,Vervoer en opslag,0.0,0.0,Geen
26120,Zuid-Holland,Bernisse,2015,I,Horeca,0.0,0.0,Geen
26121,Zuid-Holland,Bernisse,2015,J,Informatie en communicatie,0.0,0.0,Geen
26122,Zuid-Holland,Bernisse,2015,K,Financiële dienstverlening,0.0,0.0,Geen
26123,Zuid-Holland,Bernisse,2015,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26124,Zuid-Holland,Bernisse,2015,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26125,Zuid-Holland,Bernisse,2015,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26126,Zuid-Holland,Bernisse,2015,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26127,Zuid-Holland,Bernisse,2015,S,Overige dienstverlening,0.0,0.0,Geen
26128,Zuid-Holland,Bernisse,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
26129,Zuid-Holland,Bernisse,2016,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26130,Zuid-Holland,Bernisse,2016,B,Delfstoffenwinning,0.0,0.0,Geen
26131,Zuid-Holland,Bernisse,2016,C,Industrie,0.0,0.0,Geen
26132,Zuid-Holland,Bernisse,2016,D,Energievoorziening,0.0,0.0,Geen
26133,Zuid-Holland,Bernisse,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26134,Zuid-Holland,Bernisse,2016,F,Bouwnijverheid,0.0,0.0,Geen
26135,Zuid-Holland,Bernisse,2016,G,Handel,0.0,0.0,Geen
26136,Zuid-Holland,Bernisse,2016,H,Vervoer en opslag,0.0,0.0,Geen
26137,Zuid-Holland,Bernisse,2016,I,Horeca,0.0,0.0,Geen
26138,Zuid-Holland,Bernisse,2016,J,Informatie en communicatie,0.0,0.0,Geen
26139,Zuid-Holland,Bernisse,2016,K,Financiële dienstverlening,0.0,0.0,Geen
26140,Zuid-Holland,Bernisse,2016,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26141,Zuid-Holland,Bernisse,2016,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26142,Zuid-Holland,Bernisse,2016,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26143,Zuid-Holland,Bernisse,2016,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26144,Zuid-Holland,Bernisse,2016,S,Overige dienstverlening,0.0,0.0,Geen
26145,Zuid-Holland,Bernisse,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
26146,Zuid-Holland,Bernisse,2017,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26147,Zuid-Holland,Bernisse,2017,B,Delfstoffenwinning,0.0,0.0,Geen
26148,Zuid-Holland,Bernisse,2017,C,Industrie,0.0,0.0,Geen
26149,Zuid-Holland,Bernisse,2017,D,Energievoorziening,0.0,0.0,Geen
26150,Zuid-Holland,Bernisse,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26151,Zuid-Holland,Bernisse,2017,F,Bouwnijverheid,0.0,0.0,Geen
26152,Zuid-Holland,Bernisse,2017,G,Handel,0.0,0.0,Geen
26153,Zuid-Holland,Bernisse,2017,H,Vervoer en opslag,0.0,0.0,Geen
26154,Zuid-Holland,Bernisse,2017,I,Horeca,0.0,0.0,Geen
26155,Zuid-Holland,Bernisse,2017,J,Informatie en communicatie,0.0,0.0,Geen
26156,Zuid-Holland,Bernisse,2017,K,Financiële dienstverlening,0.0,0.0,Geen
26157,Zuid-Holland,Bernisse,2017,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26158,Zuid-Holland,Bernisse,2017,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26159,Zuid-Holland,Bernisse,2017,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26160,Zuid-Holland,Bernisse,2017,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26161,Zuid-Holland,Bernisse,2017,S,Overige dienstverlening,0.0,0.0,Geen
26162,Zuid-Holland,Bernisse,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
26163,Zuid-Holland,Bernisse,2018,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26164,Zuid-Holland,Bernisse,2018,B,Delfstoffenwinning,0.0,0.0,Geen
26165,Zuid-Holland,Bernisse,2018,C,Industrie,0.0,0.0,Geen
26166,Zuid-Holland,Bernisse,2018,D,Energievoorziening,0.0,0.0,Geen
26167,Zuid-Holland,Bernisse,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26168,Zuid-Holland,Bernisse,2018,F,Bouwnijverheid,0.0,0.0,Geen
26169,Zuid-Holland,Bernisse,2018,G,Handel,0.0,0.0,Geen
26170,Zuid-Holland,Bernisse,2018,H,Vervoer en opslag,0.0,0.0,Geen
26171,Zuid-Holland,Bernisse,2018,I,Horeca,0.0,0.0,Geen
26172,Zuid-Holland,Bernisse,2018,J,Informatie en communicatie,0.0,0.0,Geen
26173,Zuid-Holland,Bernisse,2018,K,Financiële dienstverlening,0.0,0.0,Geen
26174,Zuid-Holland,Bernisse,2018,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26175,Zuid-Holland,Bernisse,2018,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26176,Zuid-Holland,Bernisse,2018,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26177,Zuid-Holland,Bernisse,2018,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26178,Zuid-Holland,Bernisse,2018,S,Overige dienstverlening,0.0,0.0,Geen
26179,Zuid-Holland,Bernisse,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
26180,Zuid-Holland,Binnenmaas,2015,A,"Landbouw, bosbouw en visserij",130.0,0.0035822540644805732,Middel-Hoog
26181,Zuid-Holland,Binnenmaas,2015,B,Delfstoffenwinning,0.0,0.0,Geen
26182,Zuid-Holland,Binnenmaas,2015,C,Industrie,130.0,0.0035822540644805732,Middel-Hoog
26183,Zuid-Holland,Binnenmaas,2015,D,Energievoorziening,0.0,0.0,Geen
26184,Zuid-Holland,Binnenmaas,2015,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26185,Zuid-Holland,Binnenmaas,2015,F,Bouwnijverheid,270.0,0.0074400661339211905,Hoog
26186,Zuid-Holland,Binnenmaas,2015,G,Handel,445.0,0.012262331220721963,Hoog
26187,Zuid-Holland,Binnenmaas,2015,H,Vervoer en opslag,145.0,0.003995591071920639,Middel-Hoog
26188,Zuid-Holland,Binnenmaas,2015,I,Horeca,60.0,0.0016533480297602646,Middel
26189,Zuid-Holland,Binnenmaas,2015,J,Informatie en communicatie,90.0,0.002480022044640397,Middel-Hoog
26190,Zuid-Holland,Binnenmaas,2015,K,Financiële dienstverlening,290.0,0.007991182143841279,Hoog
26191,Zuid-Holland,Binnenmaas,2015,L,Verhuur en handel van onroerend goed,80.0,0.002204464039680353,Middel-Hoog
26192,Zuid-Holland,Binnenmaas,2015,M,Specialistische zakelijke diensten,410.0,0.011297878203361807,Hoog
26193,Zuid-Holland,Binnenmaas,2015,N,Verhuur en overige zakelijke diensten,85.0,0.002342243042160375,Middel-Hoog
26194,Zuid-Holland,Binnenmaas,2015,R,"Cultuur, sport en recreatie",90.0,0.002480022044640397,Middel-Hoog
26195,Zuid-Holland,Binnenmaas,2015,S,Overige dienstverlening,170.0,0.00468448608432075,Middel-Hoog
26196,Zuid-Holland,Binnenmaas,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
26197,Zuid-Holland,Binnenmaas,2016,A,"Landbouw, bosbouw en visserij",130.0,0.0035822540644805732,Middel-Hoog
26198,Zuid-Holland,Binnenmaas,2016,B,Delfstoffenwinning,0.0,0.0,Geen
26199,Zuid-Holland,Binnenmaas,2016,C,Industrie,135.0,0.0037200330669605952,Middel-Hoog
26200,Zuid-Holland,Binnenmaas,2016,D,Energievoorziening,0.0,0.0,Geen
26201,Zuid-Holland,Binnenmaas,2016,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26202,Zuid-Holland,Binnenmaas,2016,F,Bouwnijverheid,285.0,0.007853403141361256,Hoog
26203,Zuid-Holland,Binnenmaas,2016,G,Handel,455.0,0.012537889225682006,Hoog
26204,Zuid-Holland,Binnenmaas,2016,H,Vervoer en opslag,140.0,0.0038578120694406173,Middel-Hoog
26205,Zuid-Holland,Binnenmaas,2016,I,Horeca,65.0,0.0017911270322402866,Geen
26206,Zuid-Holland,Binnenmaas,2016,J,Informatie en communicatie,90.0,0.002480022044640397,Middel-Hoog
26207,Zuid-Holland,Binnenmaas,2016,K,Financiële dienstverlening,300.0,0.008266740148801324,Hoog
26208,Zuid-Holland,Binnenmaas,2016,L,Verhuur en handel van onroerend goed,80.0,0.002204464039680353,Middel-Hoog
26209,Zuid-Holland,Binnenmaas,2016,M,Specialistische zakelijke diensten,440.0,0.01212455221824194,Hoog
26210,Zuid-Holland,Binnenmaas,2016,N,Verhuur en overige zakelijke diensten,90.0,0.002480022044640397,Middel-Hoog
26211,Zuid-Holland,Binnenmaas,2016,R,"Cultuur, sport en recreatie",100.0,0.002755580049600441,Middel-Hoog
26212,Zuid-Holland,Binnenmaas,2016,S,Overige dienstverlening,170.0,0.00468448608432075,Middel-Hoog
26213,Zuid-Holland,Binnenmaas,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
26214,Zuid-Holland,Binnenmaas,2017,A,"Landbouw, bosbouw en visserij",135.0,0.0037200330669605952,Middel-Hoog
26215,Zuid-Holland,Binnenmaas,2017,B,Delfstoffenwinning,0.0,0.0,Geen
26216,Zuid-Holland,Binnenmaas,2017,C,Industrie,140.0,0.0038578120694406173,Middel-Hoog
26217,Zuid-Holland,Binnenmaas,2017,D,Energievoorziening,0.0,0.0,Geen
26218,Zuid-Holland,Binnenmaas,2017,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26219,Zuid-Holland,Binnenmaas,2017,F,Bouwnijverheid,290.0,0.007991182143841279,Hoog
26220,Zuid-Holland,Binnenmaas,2017,G,Handel,455.0,0.012537889225682006,Hoog
26221,Zuid-Holland,Binnenmaas,2017,H,Vervoer en opslag,145.0,0.003995591071920639,Middel-Hoog
26222,Zuid-Holland,Binnenmaas,2017,I,Horeca,60.0,0.0016533480297602646,Middel
26223,Zuid-Holland,Binnenmaas,2017,J,Informatie en communicatie,100.0,0.002755580049600441,Middel-Hoog
26224,Zuid-Holland,Binnenmaas,2017,K,Financiële dienstverlening,295.0,0.008128961146321301,Hoog
26225,Zuid-Holland,Binnenmaas,2017,L,Verhuur en handel van onroerend goed,80.0,0.002204464039680353,Middel-Hoog
26226,Zuid-Holland,Binnenmaas,2017,M,Specialistische zakelijke diensten,460.0,0.012675668228162029,Hoog
26227,Zuid-Holland,Binnenmaas,2017,N,Verhuur en overige zakelijke diensten,95.0,0.002617801047120419,Middel-Hoog
26228,Zuid-Holland,Binnenmaas,2017,R,"Cultuur, sport en recreatie",100.0,0.002755580049600441,Middel-Hoog
26229,Zuid-Holland,Binnenmaas,2017,S,Overige dienstverlening,175.0,0.0048222650868007715,Middel-Hoog
26230,Zuid-Holland,Binnenmaas,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
26231,Zuid-Holland,Binnenmaas,2018,A,"Landbouw, bosbouw en visserij",140.0,0.0038578120694406173,Middel-Hoog
26232,Zuid-Holland,Binnenmaas,2018,B,Delfstoffenwinning,0.0,0.0,Geen
26233,Zuid-Holland,Binnenmaas,2018,C,Industrie,145.0,0.003995591071920639,Middel-Hoog
26234,Zuid-Holland,Binnenmaas,2018,D,Energievoorziening,0.0,0.0,Geen
26235,Zuid-Holland,Binnenmaas,2018,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26236,Zuid-Holland,Binnenmaas,2018,F,Bouwnijverheid,295.0,0.008128961146321301,Hoog
26237,Zuid-Holland,Binnenmaas,2018,G,Handel,460.0,0.012675668228162029,Hoog
26238,Zuid-Holland,Binnenmaas,2018,H,Vervoer en opslag,140.0,0.0038578120694406173,Middel-Hoog
26239,Zuid-Holland,Binnenmaas,2018,I,Horeca,65.0,0.0017911270322402866,Geen
26240,Zuid-Holland,Binnenmaas,2018,J,Informatie en communicatie,105.0,0.002893359052080463,Middel-Hoog
26241,Zuid-Holland,Binnenmaas,2018,K,Financiële dienstverlening,300.0,0.008266740148801324,Hoog
26242,Zuid-Holland,Binnenmaas,2018,L,Verhuur en handel van onroerend goed,75.0,0.002066685037200331,Middel-Hoog
26243,Zuid-Holland,Binnenmaas,2018,M,Specialistische zakelijke diensten,490.0,0.01350234224304216,Hoog
26244,Zuid-Holland,Binnenmaas,2018,N,Verhuur en overige zakelijke diensten,100.0,0.002755580049600441,Middel-Hoog
26245,Zuid-Holland,Binnenmaas,2018,R,"Cultuur, sport en recreatie",110.0,0.003031138054560485,Middel-Hoog
26246,Zuid-Holland,Binnenmaas,2018,S,Overige dienstverlening,180.0,0.004960044089280794,Middel-Hoog
26247,Zuid-Holland,Binnenmaas,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
26248,Zuid-Holland,Bodegraven,2015,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26249,Zuid-Holland,Bodegraven,2015,B,Delfstoffenwinning,0.0,0.0,Geen
26250,Zuid-Holland,Bodegraven,2015,C,Industrie,0.0,0.0,Geen
26251,Zuid-Holland,Bodegraven,2015,D,Energievoorziening,0.0,0.0,Geen
26252,Zuid-Holland,Bodegraven,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26253,Zuid-Holland,Bodegraven,2015,F,Bouwnijverheid,0.0,0.0,Geen
26254,Zuid-Holland,Bodegraven,2015,G,Handel,0.0,0.0,Geen
26255,Zuid-Holland,Bodegraven,2015,H,Vervoer en opslag,0.0,0.0,Geen
26256,Zuid-Holland,Bodegraven,2015,I,Horeca,0.0,0.0,Geen
26257,Zuid-Holland,Bodegraven,2015,J,Informatie en communicatie,0.0,0.0,Geen
26258,Zuid-Holland,Bodegraven,2015,K,Financiële dienstverlening,0.0,0.0,Geen
26259,Zuid-Holland,Bodegraven,2015,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26260,Zuid-Holland,Bodegraven,2015,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26261,Zuid-Holland,Bodegraven,2015,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26262,Zuid-Holland,Bodegraven,2015,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26263,Zuid-Holland,Bodegraven,2015,S,Overige dienstverlening,0.0,0.0,Geen
26264,Zuid-Holland,Bodegraven,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
26265,Zuid-Holland,Bodegraven,2016,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26266,Zuid-Holland,Bodegraven,2016,B,Delfstoffenwinning,0.0,0.0,Geen
26267,Zuid-Holland,Bodegraven,2016,C,Industrie,0.0,0.0,Geen
26268,Zuid-Holland,Bodegraven,2016,D,Energievoorziening,0.0,0.0,Geen
26269,Zuid-Holland,Bodegraven,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26270,Zuid-Holland,Bodegraven,2016,F,Bouwnijverheid,0.0,0.0,Geen
26271,Zuid-Holland,Bodegraven,2016,G,Handel,0.0,0.0,Geen
26272,Zuid-Holland,Bodegraven,2016,H,Vervoer en opslag,0.0,0.0,Geen
26273,Zuid-Holland,Bodegraven,2016,I,Horeca,0.0,0.0,Geen
26274,Zuid-Holland,Bodegraven,2016,J,Informatie en communicatie,0.0,0.0,Geen
26275,Zuid-Holland,Bodegraven,2016,K,Financiële dienstverlening,0.0,0.0,Geen
26276,Zuid-Holland,Bodegraven,2016,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26277,Zuid-Holland,Bodegraven,2016,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26278,Zuid-Holland,Bodegraven,2016,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26279,Zuid-Holland,Bodegraven,2016,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26280,Zuid-Holland,Bodegraven,2016,S,Overige dienstverlening,0.0,0.0,Geen
26281,Zuid-Holland,Bodegraven,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
26282,Zuid-Holland,Bodegraven,2017,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26283,Zuid-Holland,Bodegraven,2017,B,Delfstoffenwinning,0.0,0.0,Geen
26284,Zuid-Holland,Bodegraven,2017,C,Industrie,0.0,0.0,Geen
26285,Zuid-Holland,Bodegraven,2017,D,Energievoorziening,0.0,0.0,Geen
26286,Zuid-Holland,Bodegraven,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26287,Zuid-Holland,Bodegraven,2017,F,Bouwnijverheid,0.0,0.0,Geen
26288,Zuid-Holland,Bodegraven,2017,G,Handel,0.0,0.0,Geen
26289,Zuid-Holland,Bodegraven,2017,H,Vervoer en opslag,0.0,0.0,Geen
26290,Zuid-Holland,Bodegraven,2017,I,Horeca,0.0,0.0,Geen
26291,Zuid-Holland,Bodegraven,2017,J,Informatie en communicatie,0.0,0.0,Geen
26292,Zuid-Holland,Bodegraven,2017,K,Financiële dienstverlening,0.0,0.0,Geen
26293,Zuid-Holland,Bodegraven,2017,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26294,Zuid-Holland,Bodegraven,2017,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26295,Zuid-Holland,Bodegraven,2017,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26296,Zuid-Holland,Bodegraven,2017,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26297,Zuid-Holland,Bodegraven,2017,S,Overige dienstverlening,0.0,0.0,Geen
26298,Zuid-Holland,Bodegraven,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
26299,Zuid-Holland,Bodegraven,2018,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26300,Zuid-Holland,Bodegraven,2018,B,Delfstoffenwinning,0.0,0.0,Geen
26301,Zuid-Holland,Bodegraven,2018,C,Industrie,0.0,0.0,Geen
26302,Zuid-Holland,Bodegraven,2018,D,Energievoorziening,0.0,0.0,Geen
26303,Zuid-Holland,Bodegraven,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26304,Zuid-Holland,Bodegraven,2018,F,Bouwnijverheid,0.0,0.0,Geen
26305,Zuid-Holland,Bodegraven,2018,G,Handel,0.0,0.0,Geen
26306,Zuid-Holland,Bodegraven,2018,H,Vervoer en opslag,0.0,0.0,Geen
26307,Zuid-Holland,Bodegraven,2018,I,Horeca,0.0,0.0,Geen
26308,Zuid-Holland,Bodegraven,2018,J,Informatie en communicatie,0.0,0.0,Geen
26309,Zuid-Holland,Bodegraven,2018,K,Financiële dienstverlening,0.0,0.0,Geen
26310,Zuid-Holland,Bodegraven,2018,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26311,Zuid-Holland,Bodegraven,2018,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26312,Zuid-Holland,Bodegraven,2018,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26313,Zuid-Holland,Bodegraven,2018,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26314,Zuid-Holland,Bodegraven,2018,S,Overige dienstverlening,0.0,0.0,Geen
26315,Zuid-Holland,Bodegraven,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
26316,Zuid-Holland,Bodegraven-Reeuwijk,2015,A,"Landbouw, bosbouw en visserij",235.0,0.006475613116561036,Hoog
26317,Zuid-Holland,Bodegraven-Reeuwijk,2015,B,Delfstoffenwinning,0.0,0.0,Geen
26318,Zuid-Holland,Bodegraven-Reeuwijk,2015,C,Industrie,130.0,0.0035822540644805732,Middel-Hoog
26319,Zuid-Holland,Bodegraven-Reeuwijk,2015,D,Energievoorziening,5.0,0.00013777900248002206,Middel
26320,Zuid-Holland,Bodegraven-Reeuwijk,2015,E,Waterbedrijven en afvalbeheer,10.0,0.0002755580049600441,Middel
26321,Zuid-Holland,Bodegraven-Reeuwijk,2015,F,Bouwnijverheid,525.0,0.014466795260402315,Hoog
26322,Zuid-Holland,Bodegraven-Reeuwijk,2015,G,Handel,605.0,0.016671259300082668,Hoog
26323,Zuid-Holland,Bodegraven-Reeuwijk,2015,H,Vervoer en opslag,85.0,0.002342243042160375,Middel-Hoog
26324,Zuid-Holland,Bodegraven-Reeuwijk,2015,I,Horeca,85.0,0.002342243042160375,Middel-Hoog
26325,Zuid-Holland,Bodegraven-Reeuwijk,2015,J,Informatie en communicatie,145.0,0.003995591071920639,Middel-Hoog
26326,Zuid-Holland,Bodegraven-Reeuwijk,2015,K,Financiële dienstverlening,420.0,0.011573436208321852,Hoog
26327,Zuid-Holland,Bodegraven-Reeuwijk,2015,L,Verhuur en handel van onroerend goed,75.0,0.002066685037200331,Middel-Hoog
26328,Zuid-Holland,Bodegraven-Reeuwijk,2015,M,Specialistische zakelijke diensten,695.0,0.019151281344723065,Hoog
26329,Zuid-Holland,Bodegraven-Reeuwijk,2015,N,Verhuur en overige zakelijke diensten,165.0,0.004546707081840727,Middel-Hoog
26330,Zuid-Holland,Bodegraven-Reeuwijk,2015,R,"Cultuur, sport en recreatie",120.0,0.003306696059520529,Middel-Hoog
26331,Zuid-Holland,Bodegraven-Reeuwijk,2015,S,Overige dienstverlening,185.0,0.0050978230917608156,Middel-Hoog
26332,Zuid-Holland,Bodegraven-Reeuwijk,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
26333,Zuid-Holland,Bodegraven-Reeuwijk,2016,A,"Landbouw, bosbouw en visserij",250.0,0.006888950124001102,Hoog
26334,Zuid-Holland,Bodegraven-Reeuwijk,2016,B,Delfstoffenwinning,0.0,0.0,Geen
26335,Zuid-Holland,Bodegraven-Reeuwijk,2016,C,Industrie,135.0,0.0037200330669605952,Middel-Hoog
26336,Zuid-Holland,Bodegraven-Reeuwijk,2016,D,Energievoorziening,5.0,0.00013777900248002206,Middel
26337,Zuid-Holland,Bodegraven-Reeuwijk,2016,E,Waterbedrijven en afvalbeheer,10.0,0.0002755580049600441,Middel
26338,Zuid-Holland,Bodegraven-Reeuwijk,2016,F,Bouwnijverheid,550.0,0.015155690272802426,Hoog
26339,Zuid-Holland,Bodegraven-Reeuwijk,2016,G,Handel,640.0,0.017635712317442823,Hoog
26340,Zuid-Holland,Bodegraven-Reeuwijk,2016,H,Vervoer en opslag,100.0,0.002755580049600441,Middel-Hoog
26341,Zuid-Holland,Bodegraven-Reeuwijk,2016,I,Horeca,90.0,0.002480022044640397,Middel-Hoog
26342,Zuid-Holland,Bodegraven-Reeuwijk,2016,J,Informatie en communicatie,150.0,0.004133370074400662,Middel-Hoog
26343,Zuid-Holland,Bodegraven-Reeuwijk,2016,K,Financiële dienstverlening,430.0,0.011848994213281895,Hoog
26344,Zuid-Holland,Bodegraven-Reeuwijk,2016,L,Verhuur en handel van onroerend goed,80.0,0.002204464039680353,Middel-Hoog
26345,Zuid-Holland,Bodegraven-Reeuwijk,2016,M,Specialistische zakelijke diensten,725.0,0.019977955359603197,Hoog
26346,Zuid-Holland,Bodegraven-Reeuwijk,2016,N,Verhuur en overige zakelijke diensten,170.0,0.00468448608432075,Middel-Hoog
26347,Zuid-Holland,Bodegraven-Reeuwijk,2016,R,"Cultuur, sport en recreatie",135.0,0.0037200330669605952,Middel-Hoog
26348,Zuid-Holland,Bodegraven-Reeuwijk,2016,S,Overige dienstverlening,200.0,0.005511160099200882,Hoog
26349,Zuid-Holland,Bodegraven-Reeuwijk,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
26350,Zuid-Holland,Bodegraven-Reeuwijk,2017,A,"Landbouw, bosbouw en visserij",250.0,0.006888950124001102,Hoog
26351,Zuid-Holland,Bodegraven-Reeuwijk,2017,B,Delfstoffenwinning,0.0,0.0,Geen
26352,Zuid-Holland,Bodegraven-Reeuwijk,2017,C,Industrie,140.0,0.0038578120694406173,Middel-Hoog
26353,Zuid-Holland,Bodegraven-Reeuwijk,2017,D,Energievoorziening,5.0,0.00013777900248002206,Middel
26354,Zuid-Holland,Bodegraven-Reeuwijk,2017,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26355,Zuid-Holland,Bodegraven-Reeuwijk,2017,F,Bouwnijverheid,580.0,0.015982364287682557,Hoog
26356,Zuid-Holland,Bodegraven-Reeuwijk,2017,G,Handel,630.0,0.01736015431248278,Hoog
26357,Zuid-Holland,Bodegraven-Reeuwijk,2017,H,Vervoer en opslag,105.0,0.002893359052080463,Middel-Hoog
26358,Zuid-Holland,Bodegraven-Reeuwijk,2017,I,Horeca,95.0,0.002617801047120419,Middel-Hoog
26359,Zuid-Holland,Bodegraven-Reeuwijk,2017,J,Informatie en communicatie,155.0,0.004271149076880683,Middel-Hoog
26360,Zuid-Holland,Bodegraven-Reeuwijk,2017,K,Financiële dienstverlening,440.0,0.01212455221824194,Hoog
26361,Zuid-Holland,Bodegraven-Reeuwijk,2017,L,Verhuur en handel van onroerend goed,85.0,0.002342243042160375,Middel-Hoog
26362,Zuid-Holland,Bodegraven-Reeuwijk,2017,M,Specialistische zakelijke diensten,725.0,0.019977955359603197,Hoog
26363,Zuid-Holland,Bodegraven-Reeuwijk,2017,N,Verhuur en overige zakelijke diensten,185.0,0.0050978230917608156,Middel-Hoog
26364,Zuid-Holland,Bodegraven-Reeuwijk,2017,R,"Cultuur, sport en recreatie",130.0,0.0035822540644805732,Middel-Hoog
26365,Zuid-Holland,Bodegraven-Reeuwijk,2017,S,Overige dienstverlening,215.0,0.005924497106640948,Hoog
