,Provincie,Regio's,Perioden,Bedrijfstak_code,Bedrijfstak,Vestigingen (aantal),Aantal_vestigingen_genormaliseerd,Vestigingen Klasse
26366,Zuid-Holland,Bodegraven-Reeuwijk,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
26367,Zuid-Holland,Bodegraven-Reeuwijk,2018,A,"Landbouw, bosbouw en visserij",255.0,0.007026729126481124,Hoog
26368,Zuid-Holland,Bodegraven-Reeuwijk,2018,B,Delfstoffenwinning,0.0,0.0,Geen
26369,Zuid-Holland,Bodegraven-Reeuwijk,2018,C,Industrie,140.0,0.0038578120694406173,Middel-Hoog
26370,Zuid-Holland,Bodegraven-Reeuwijk,2018,D,Energievoorziening,10.0,0.0002755580049600441,Middel
26371,Zuid-Holland,Bodegraven-Reeuwijk,2018,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26372,Zuid-Holland,Bodegraven-Reeuwijk,2018,F,Bouwnijverheid,605.0,0.016671259300082668,Hoog
26373,Zuid-Holland,Bodegraven-Reeuwijk,2018,G,Handel,635.0,0.0174979333149628,Hoog
26374,Zuid-Holland,Bodegraven-Reeuwijk,2018,H,Vervoer en opslag,100.0,0.002755580049600441,Middel-Hoog
26375,Zuid-Holland,Bodegraven-Reeuwijk,2018,I,Horeca,100.0,0.002755580049600441,Middel-Hoog
26376,Zuid-Holland,Bodegraven-Reeuwijk,2018,J,Informatie en communicatie,160.0,0.004408928079360706,Middel-Hoog
26377,Zuid-Holland,Bodegraven-Reeuwijk,2018,K,Financiële dienstverlening,450.0,0.012400110223201984,Hoog
26378,Zuid-Holland,Bodegraven-Reeuwijk,2018,L,Verhuur en handel van onroerend goed,100.0,0.002755580049600441,Middel-Hoog
26379,Zuid-Holland,Bodegraven-Reeuwijk,2018,M,Specialistische zakelijke diensten,785.0,0.021631303389363463,Hoog
26380,Zuid-Holland,Bodegraven-Reeuwijk,2018,N,Verhuur en overige zakelijke diensten,205.0,0.005648939101680904,Hoog
26381,Zuid-Holland,Bodegraven-Reeuwijk,2018,R,"Cultuur, sport en recreatie",140.0,0.0038578120694406173,Middel-Hoog
26382,Zuid-Holland,Bodegraven-Reeuwijk,2018,S,Overige dienstverlening,230.0,0.006337834114081014,Hoog
26383,Zuid-Holland,Bodegraven-Reeuwijk,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
26384,Zuid-Holland,Boskoop,2015,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26385,Zuid-Holland,Boskoop,2015,B,Delfstoffenwinning,0.0,0.0,Geen
26386,Zuid-Holland,Boskoop,2015,C,Industrie,0.0,0.0,Geen
26387,Zuid-Holland,Boskoop,2015,D,Energievoorziening,0.0,0.0,Geen
26388,Zuid-Holland,Boskoop,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26389,Zuid-Holland,Boskoop,2015,F,Bouwnijverheid,0.0,0.0,Geen
26390,Zuid-Holland,Boskoop,2015,G,Handel,0.0,0.0,Geen
26391,Zuid-Holland,Boskoop,2015,H,Vervoer en opslag,0.0,0.0,Geen
26392,Zuid-Holland,Boskoop,2015,I,Horeca,0.0,0.0,Geen
26393,Zuid-Holland,Boskoop,2015,J,Informatie en communicatie,0.0,0.0,Geen
26394,Zuid-Holland,Boskoop,2015,K,Financiële dienstverlening,0.0,0.0,Geen
26395,Zuid-Holland,Boskoop,2015,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26396,Zuid-Holland,Boskoop,2015,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26397,Zuid-Holland,Boskoop,2015,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26398,Zuid-Holland,Boskoop,2015,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26399,Zuid-Holland,Boskoop,2015,S,Overige dienstverlening,0.0,0.0,Geen
26400,Zuid-Holland,Boskoop,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
26401,Zuid-Holland,Boskoop,2016,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26402,Zuid-Holland,Boskoop,2016,B,Delfstoffenwinning,0.0,0.0,Geen
26403,Zuid-Holland,Boskoop,2016,C,Industrie,0.0,0.0,Geen
26404,Zuid-Holland,Boskoop,2016,D,Energievoorziening,0.0,0.0,Geen
26405,Zuid-Holland,Boskoop,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26406,Zuid-Holland,Boskoop,2016,F,Bouwnijverheid,0.0,0.0,Geen
26407,Zuid-Holland,Boskoop,2016,G,Handel,0.0,0.0,Geen
26408,Zuid-Holland,Boskoop,2016,H,Vervoer en opslag,0.0,0.0,Geen
26409,Zuid-Holland,Boskoop,2016,I,Horeca,0.0,0.0,Geen
26410,Zuid-Holland,Boskoop,2016,J,Informatie en communicatie,0.0,0.0,Geen
26411,Zuid-Holland,Boskoop,2016,K,Financiële dienstverlening,0.0,0.0,Geen
26412,Zuid-Holland,Boskoop,2016,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26413,Zuid-Holland,Boskoop,2016,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26414,Zuid-Holland,Boskoop,2016,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26415,Zuid-Holland,Boskoop,2016,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26416,Zuid-Holland,Boskoop,2016,S,Overige dienstverlening,0.0,0.0,Geen
26417,Zuid-Holland,Boskoop,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
26418,Zuid-Holland,Boskoop,2017,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26419,Zuid-Holland,Boskoop,2017,B,Delfstoffenwinning,0.0,0.0,Geen
26420,Zuid-Holland,Boskoop,2017,C,Industrie,0.0,0.0,Geen
26421,Zuid-Holland,Boskoop,2017,D,Energievoorziening,0.0,0.0,Geen
26422,Zuid-Holland,Boskoop,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26423,Zuid-Holland,Boskoop,2017,F,Bouwnijverheid,0.0,0.0,Geen
26424,Zuid-Holland,Boskoop,2017,G,Handel,0.0,0.0,Geen
26425,Zuid-Holland,Boskoop,2017,H,Vervoer en opslag,0.0,0.0,Geen
26426,Zuid-Holland,Boskoop,2017,I,Horeca,0.0,0.0,Geen
26427,Zuid-Holland,Boskoop,2017,J,Informatie en communicatie,0.0,0.0,Geen
26428,Zuid-Holland,Boskoop,2017,K,Financiële dienstverlening,0.0,0.0,Geen
26429,Zuid-Holland,Boskoop,2017,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26430,Zuid-Holland,Boskoop,2017,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26431,Zuid-Holland,Boskoop,2017,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26432,Zuid-Holland,Boskoop,2017,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26433,Zuid-Holland,Boskoop,2017,S,Overige dienstverlening,0.0,0.0,Geen
26434,Zuid-Holland,Boskoop,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
26435,Zuid-Holland,Boskoop,2018,A,"Landbouw, bosbouw en visserij",0.0,0.0,Geen
26436,Zuid-Holland,Boskoop,2018,B,Delfstoffenwinning,0.0,0.0,Geen
26437,Zuid-Holland,Boskoop,2018,C,Industrie,0.0,0.0,Geen
26438,Zuid-Holland,Boskoop,2018,D,Energievoorziening,0.0,0.0,Geen
26439,Zuid-Holland,Boskoop,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26440,Zuid-Holland,Boskoop,2018,F,Bouwnijverheid,0.0,0.0,Geen
26441,Zuid-Holland,Boskoop,2018,G,Handel,0.0,0.0,Geen
26442,Zuid-Holland,Boskoop,2018,H,Vervoer en opslag,0.0,0.0,Geen
26443,Zuid-Holland,Boskoop,2018,I,Horeca,0.0,0.0,Geen
26444,Zuid-Holland,Boskoop,2018,J,Informatie en communicatie,0.0,0.0,Geen
26445,Zuid-Holland,Boskoop,2018,K,Financiële dienstverlening,0.0,0.0,Geen
26446,Zuid-Holland,Boskoop,2018,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
26447,Zuid-Holland,Boskoop,2018,M,Specialistische zakelijke diensten,0.0,0.0,Geen
26448,Zuid-Holland,Boskoop,2018,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
26449,Zuid-Holland,Boskoop,2018,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
26450,Zuid-Holland,Boskoop,2018,S,Overige dienstverlening,0.0,0.0,Geen
26451,Zuid-Holland,Boskoop,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
26452,Zuid-Holland,Brielle,2015,A,"Landbouw, bosbouw en visserij",90.0,0.002480022044640397,Middel-Hoog
26453,Zuid-Holland,Brielle,2015,B,Delfstoffenwinning,0.0,0.0,Geen
26454,Zuid-Holland,Brielle,2015,C,Industrie,55.0,0.0015155690272802425,Middel
26455,Zuid-Holland,Brielle,2015,D,Energievoorziening,0.0,0.0,Geen
26456,Zuid-Holland,Brielle,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26457,Zuid-Holland,Brielle,2015,F,Bouwnijverheid,125.0,0.003444475062000551,Middel-Hoog
26458,Zuid-Holland,Brielle,2015,G,Handel,255.0,0.007026729126481124,Hoog
26459,Zuid-Holland,Brielle,2015,H,Vervoer en opslag,50.0,0.0013777900248002205,Middel
26460,Zuid-Holland,Brielle,2015,I,Horeca,55.0,0.0015155690272802425,Middel
26461,Zuid-Holland,Brielle,2015,J,Informatie en communicatie,50.0,0.0013777900248002205,Middel
26462,Zuid-Holland,Brielle,2015,K,Financiële dienstverlening,140.0,0.0038578120694406173,Middel-Hoog
26463,Zuid-Holland,Brielle,2015,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
26464,Zuid-Holland,Brielle,2015,M,Specialistische zakelijke diensten,220.0,0.00606227610912097,Hoog
26465,Zuid-Holland,Brielle,2015,N,Verhuur en overige zakelijke diensten,55.0,0.0015155690272802425,Middel
26466,Zuid-Holland,Brielle,2015,R,"Cultuur, sport en recreatie",65.0,0.0017911270322402866,Geen
26467,Zuid-Holland,Brielle,2015,S,Overige dienstverlening,110.0,0.003031138054560485,Middel-Hoog
26468,Zuid-Holland,Brielle,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
26469,Zuid-Holland,Brielle,2016,A,"Landbouw, bosbouw en visserij",95.0,0.002617801047120419,Middel-Hoog
26470,Zuid-Holland,Brielle,2016,B,Delfstoffenwinning,0.0,0.0,Geen
26471,Zuid-Holland,Brielle,2016,C,Industrie,65.0,0.0017911270322402866,Geen
26472,Zuid-Holland,Brielle,2016,D,Energievoorziening,5.0,0.00013777900248002206,Middel
26473,Zuid-Holland,Brielle,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26474,Zuid-Holland,Brielle,2016,F,Bouwnijverheid,135.0,0.0037200330669605952,Middel-Hoog
26475,Zuid-Holland,Brielle,2016,G,Handel,265.0,0.007302287131441169,Hoog
26476,Zuid-Holland,Brielle,2016,H,Vervoer en opslag,45.0,0.0012400110223201985,Middel
26477,Zuid-Holland,Brielle,2016,I,Horeca,60.0,0.0016533480297602646,Middel
26478,Zuid-Holland,Brielle,2016,J,Informatie en communicatie,55.0,0.0015155690272802425,Middel
26479,Zuid-Holland,Brielle,2016,K,Financiële dienstverlening,145.0,0.003995591071920639,Middel-Hoog
26480,Zuid-Holland,Brielle,2016,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
26481,Zuid-Holland,Brielle,2016,M,Specialistische zakelijke diensten,225.0,0.006200055111600992,Hoog
26482,Zuid-Holland,Brielle,2016,N,Verhuur en overige zakelijke diensten,55.0,0.0015155690272802425,Middel
26483,Zuid-Holland,Brielle,2016,R,"Cultuur, sport en recreatie",65.0,0.0017911270322402866,Geen
26484,Zuid-Holland,Brielle,2016,S,Overige dienstverlening,110.0,0.003031138054560485,Middel-Hoog
26485,Zuid-Holland,Brielle,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
26486,Zuid-Holland,Brielle,2017,A,"Landbouw, bosbouw en visserij",90.0,0.002480022044640397,Middel-Hoog
26487,Zuid-Holland,Brielle,2017,B,Delfstoffenwinning,0.0,0.0,Geen
26488,Zuid-Holland,Brielle,2017,C,Industrie,65.0,0.0017911270322402866,Geen
26489,Zuid-Holland,Brielle,2017,D,Energievoorziening,5.0,0.00013777900248002206,Middel
26490,Zuid-Holland,Brielle,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26491,Zuid-Holland,Brielle,2017,F,Bouwnijverheid,145.0,0.003995591071920639,Middel-Hoog
26492,Zuid-Holland,Brielle,2017,G,Handel,260.0,0.0071645081289611464,Hoog
26493,Zuid-Holland,Brielle,2017,H,Vervoer en opslag,45.0,0.0012400110223201985,Middel
26494,Zuid-Holland,Brielle,2017,I,Horeca,60.0,0.0016533480297602646,Middel
26495,Zuid-Holland,Brielle,2017,J,Informatie en communicatie,55.0,0.0015155690272802425,Middel
26496,Zuid-Holland,Brielle,2017,K,Financiële dienstverlening,150.0,0.004133370074400662,Middel-Hoog
26497,Zuid-Holland,Brielle,2017,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
26498,Zuid-Holland,Brielle,2017,M,Specialistische zakelijke diensten,245.0,0.00675117112152108,Hoog
26499,Zuid-Holland,Brielle,2017,N,Verhuur en overige zakelijke diensten,55.0,0.0015155690272802425,Middel
26500,Zuid-Holland,Brielle,2017,R,"Cultuur, sport en recreatie",65.0,0.0017911270322402866,Geen
26501,Zuid-Holland,Brielle,2017,S,Overige dienstverlening,120.0,0.003306696059520529,Middel-Hoog
26502,Zuid-Holland,Brielle,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
26503,Zuid-Holland,Brielle,2018,A,"Landbouw, bosbouw en visserij",95.0,0.002617801047120419,Middel-Hoog
26504,Zuid-Holland,Brielle,2018,B,Delfstoffenwinning,0.0,0.0,Geen
26505,Zuid-Holland,Brielle,2018,C,Industrie,70.0,0.0019289060347203086,Middel-Hoog
26506,Zuid-Holland,Brielle,2018,D,Energievoorziening,0.0,0.0,Geen
26507,Zuid-Holland,Brielle,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26508,Zuid-Holland,Brielle,2018,F,Bouwnijverheid,160.0,0.004408928079360706,Middel-Hoog
26509,Zuid-Holland,Brielle,2018,G,Handel,265.0,0.007302287131441169,Hoog
26510,Zuid-Holland,Brielle,2018,H,Vervoer en opslag,50.0,0.0013777900248002205,Middel
26511,Zuid-Holland,Brielle,2018,I,Horeca,65.0,0.0017911270322402866,Geen
26512,Zuid-Holland,Brielle,2018,J,Informatie en communicatie,55.0,0.0015155690272802425,Middel
26513,Zuid-Holland,Brielle,2018,K,Financiële dienstverlening,165.0,0.004546707081840727,Middel-Hoog
26514,Zuid-Holland,Brielle,2018,L,Verhuur en handel van onroerend goed,35.0,0.0009644530173601543,Middel
26515,Zuid-Holland,Brielle,2018,M,Specialistische zakelijke diensten,270.0,0.0074400661339211905,Hoog
26516,Zuid-Holland,Brielle,2018,N,Verhuur en overige zakelijke diensten,70.0,0.0019289060347203086,Middel-Hoog
26517,Zuid-Holland,Brielle,2018,R,"Cultuur, sport en recreatie",70.0,0.0019289060347203086,Middel-Hoog
26518,Zuid-Holland,Brielle,2018,S,Overige dienstverlening,120.0,0.003306696059520529,Middel-Hoog
26519,Zuid-Holland,Brielle,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
26520,Zuid-Holland,Capelle aan den IJssel,2015,A,"Landbouw, bosbouw en visserij",20.0,0.0005511160099200882,Middel
26521,Zuid-Holland,Capelle aan den IJssel,2015,B,Delfstoffenwinning,5.0,0.00013777900248002206,Middel
26522,Zuid-Holland,Capelle aan den IJssel,2015,C,Industrie,150.0,0.004133370074400662,Middel-Hoog
26523,Zuid-Holland,Capelle aan den IJssel,2015,D,Energievoorziening,0.0,0.0,Geen
26524,Zuid-Holland,Capelle aan den IJssel,2015,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26525,Zuid-Holland,Capelle aan den IJssel,2015,F,Bouwnijverheid,420.0,0.011573436208321852,Hoog
26526,Zuid-Holland,Capelle aan den IJssel,2015,G,Handel,925.0,0.025489115458804078,Hoog
26527,Zuid-Holland,Capelle aan den IJssel,2015,H,Vervoer en opslag,230.0,0.006337834114081014,Hoog
26528,Zuid-Holland,Capelle aan den IJssel,2015,I,Horeca,90.0,0.002480022044640397,Middel-Hoog
26529,Zuid-Holland,Capelle aan den IJssel,2015,J,Informatie en communicatie,365.0,0.010057867181041609,Hoog
26530,Zuid-Holland,Capelle aan den IJssel,2015,K,Financiële dienstverlening,530.0,0.014604574262882338,Hoog
26531,Zuid-Holland,Capelle aan den IJssel,2015,L,Verhuur en handel van onroerend goed,90.0,0.002480022044640397,Middel-Hoog
26532,Zuid-Holland,Capelle aan den IJssel,2015,M,Specialistische zakelijke diensten,1120.0,0.030862496555524938,Hoog
26533,Zuid-Holland,Capelle aan den IJssel,2015,N,Verhuur en overige zakelijke diensten,305.0,0.008404519151281344,Hoog
26534,Zuid-Holland,Capelle aan den IJssel,2015,R,"Cultuur, sport en recreatie",235.0,0.006475613116561036,Hoog
26535,Zuid-Holland,Capelle aan den IJssel,2015,S,Overige dienstverlening,335.0,0.009231193166161477,Hoog
26536,Zuid-Holland,Capelle aan den IJssel,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
26537,Zuid-Holland,Capelle aan den IJssel,2016,A,"Landbouw, bosbouw en visserij",25.0,0.0006888950124001103,Middel
26538,Zuid-Holland,Capelle aan den IJssel,2016,B,Delfstoffenwinning,0.0,0.0,Geen
26539,Zuid-Holland,Capelle aan den IJssel,2016,C,Industrie,165.0,0.004546707081840727,Middel-Hoog
26540,Zuid-Holland,Capelle aan den IJssel,2016,D,Energievoorziening,0.0,0.0,Geen
26541,Zuid-Holland,Capelle aan den IJssel,2016,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26542,Zuid-Holland,Capelle aan den IJssel,2016,F,Bouwnijverheid,465.0,0.012813447230642051,Hoog
26543,Zuid-Holland,Capelle aan den IJssel,2016,G,Handel,945.0,0.026040231468724168,Hoog
26544,Zuid-Holland,Capelle aan den IJssel,2016,H,Vervoer en opslag,215.0,0.005924497106640948,Hoog
26545,Zuid-Holland,Capelle aan den IJssel,2016,I,Horeca,90.0,0.002480022044640397,Middel-Hoog
26546,Zuid-Holland,Capelle aan den IJssel,2016,J,Informatie en communicatie,365.0,0.010057867181041609,Hoog
26547,Zuid-Holland,Capelle aan den IJssel,2016,K,Financiële dienstverlening,520.0,0.014329016257922293,Hoog
26548,Zuid-Holland,Capelle aan den IJssel,2016,L,Verhuur en handel van onroerend goed,100.0,0.002755580049600441,Middel-Hoog
26549,Zuid-Holland,Capelle aan den IJssel,2016,M,Specialistische zakelijke diensten,1180.0,0.032515844585285204,Hoog
26550,Zuid-Holland,Capelle aan den IJssel,2016,N,Verhuur en overige zakelijke diensten,330.0,0.009093414163681455,Hoog
26551,Zuid-Holland,Capelle aan den IJssel,2016,R,"Cultuur, sport en recreatie",245.0,0.00675117112152108,Hoog
26552,Zuid-Holland,Capelle aan den IJssel,2016,S,Overige dienstverlening,330.0,0.009093414163681455,Hoog
26553,Zuid-Holland,Capelle aan den IJssel,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
26554,Zuid-Holland,Capelle aan den IJssel,2017,A,"Landbouw, bosbouw en visserij",25.0,0.0006888950124001103,Middel
26555,Zuid-Holland,Capelle aan den IJssel,2017,B,Delfstoffenwinning,0.0,0.0,Geen
26556,Zuid-Holland,Capelle aan den IJssel,2017,C,Industrie,170.0,0.00468448608432075,Middel-Hoog
26557,Zuid-Holland,Capelle aan den IJssel,2017,D,Energievoorziening,0.0,0.0,Geen
26558,Zuid-Holland,Capelle aan den IJssel,2017,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
26559,Zuid-Holland,Capelle aan den IJssel,2017,F,Bouwnijverheid,475.0,0.013089005235602094,Hoog
26560,Zuid-Holland,Capelle aan den IJssel,2017,G,Handel,930.0,0.025626894461284102,Hoog
26561,Zuid-Holland,Capelle aan den IJssel,2017,H,Vervoer en opslag,235.0,0.006475613116561036,Hoog
26562,Zuid-Holland,Capelle aan den IJssel,2017,I,Horeca,100.0,0.002755580049600441,Middel-Hoog
26563,Zuid-Holland,Capelle aan den IJssel,2017,J,Informatie en communicatie,390.0,0.01074676219344172,Hoog
26564,Zuid-Holland,Capelle aan den IJssel,2017,K,Financiële dienstverlening,520.0,0.014329016257922293,Hoog
26565,Zuid-Holland,Capelle aan den IJssel,2017,L,Verhuur en handel van onroerend goed,90.0,0.002480022044640397,Middel-Hoog
26566,Zuid-Holland,Capelle aan den IJssel,2017,M,Specialistische zakelijke diensten,1200.0,0.033066960595205294,Hoog
26567,Zuid-Holland,Capelle aan den IJssel,2017,N,Verhuur en overige zakelijke diensten,340.0,0.0093689721686415,Hoog
26568,Zuid-Holland,Capelle aan den IJssel,2017,R,"Cultuur, sport en recreatie",255.0,0.007026729126481124,Hoog
26569,Zuid-Holland,Capelle aan den IJssel,2017,S,Overige dienstverlening,345.0,0.00950675117112152,Hoog
26570,Zuid-Holland,Capelle aan den IJssel,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
26571,Zuid-Holland,Capelle aan den IJssel,2018,A,"Landbouw, bosbouw en visserij",25.0,0.0006888950124001103,Middel
26572,Zuid-Holland,Capelle aan den IJssel,2018,B,Delfstoffenwinning,0.0,0.0,Geen
26573,Zuid-Holland,Capelle aan den IJssel,2018,C,Industrie,175.0,0.0048222650868007715,Middel-Hoog
26574,Zuid-Holland,Capelle aan den IJssel,2018,D,Energievoorziening,5.0,0.00013777900248002206,Middel
26575,Zuid-Holland,Capelle aan den IJssel,2018,E,Waterbedrijven en afvalbeheer,10.0,0.0002755580049600441,Middel
26576,Zuid-Holland,Capelle aan den IJssel,2018,F,Bouwnijverheid,510.0,0.014053458252962248,Hoog
26577,Zuid-Holland,Capelle aan den IJssel,2018,G,Handel,985.0,0.027142463488564344,Hoog
26578,Zuid-Holland,Capelle aan den IJssel,2018,H,Vervoer en opslag,250.0,0.006888950124001102,Hoog
26579,Zuid-Holland,Capelle aan den IJssel,2018,I,Horeca,105.0,0.002893359052080463,Middel-Hoog
26580,Zuid-Holland,Capelle aan den IJssel,2018,J,Informatie en communicatie,405.0,0.011160099200881787,Hoog
26581,Zuid-Holland,Capelle aan den IJssel,2018,K,Financiële dienstverlening,520.0,0.014329016257922293,Hoog
26582,Zuid-Holland,Capelle aan den IJssel,2018,L,Verhuur en handel van onroerend goed,115.0,0.003168917057040507,Middel-Hoog
26583,Zuid-Holland,Capelle aan den IJssel,2018,M,Specialistische zakelijke diensten,1275.0,0.03513364563240562,Hoog
26584,Zuid-Holland,Capelle aan den IJssel,2018,N,Verhuur en overige zakelijke diensten,370.0,0.010195646183521631,Hoog
26585,Zuid-Holland,Capelle aan den IJssel,2018,R,"Cultuur, sport en recreatie",280.0,0.0077156241388812346,Hoog
26586,Zuid-Holland,Capelle aan den IJssel,2018,S,Overige dienstverlening,360.0,0.009920088178561588,Hoog
26587,Zuid-Holland,Capelle aan den IJssel,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
26588,Zuid-Holland,Cromstrijen,2015,A,"Landbouw, bosbouw en visserij",85.0,0.002342243042160375,Middel-Hoog
26589,Zuid-Holland,Cromstrijen,2015,B,Delfstoffenwinning,0.0,0.0,Geen
26590,Zuid-Holland,Cromstrijen,2015,C,Industrie,60.0,0.0016533480297602646,Middel
26591,Zuid-Holland,Cromstrijen,2015,D,Energievoorziening,0.0,0.0,Geen
26592,Zuid-Holland,Cromstrijen,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26593,Zuid-Holland,Cromstrijen,2015,F,Bouwnijverheid,125.0,0.003444475062000551,Middel-Hoog
26594,Zuid-Holland,Cromstrijen,2015,G,Handel,295.0,0.008128961146321301,Hoog
26595,Zuid-Holland,Cromstrijen,2015,H,Vervoer en opslag,55.0,0.0015155690272802425,Middel
26596,Zuid-Holland,Cromstrijen,2015,I,Horeca,30.0,0.0008266740148801323,Middel
26597,Zuid-Holland,Cromstrijen,2015,J,Informatie en communicatie,35.0,0.0009644530173601543,Middel
26598,Zuid-Holland,Cromstrijen,2015,K,Financiële dienstverlening,155.0,0.004271149076880683,Middel-Hoog
26599,Zuid-Holland,Cromstrijen,2015,L,Verhuur en handel van onroerend goed,35.0,0.0009644530173601543,Middel
26600,Zuid-Holland,Cromstrijen,2015,M,Specialistische zakelijke diensten,180.0,0.004960044089280794,Middel-Hoog
26601,Zuid-Holland,Cromstrijen,2015,N,Verhuur en overige zakelijke diensten,40.0,0.0011022320198401765,Middel
26602,Zuid-Holland,Cromstrijen,2015,R,"Cultuur, sport en recreatie",50.0,0.0013777900248002205,Middel
26603,Zuid-Holland,Cromstrijen,2015,S,Overige dienstverlening,85.0,0.002342243042160375,Middel-Hoog
26604,Zuid-Holland,Cromstrijen,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
26605,Zuid-Holland,Cromstrijen,2016,A,"Landbouw, bosbouw en visserij",90.0,0.002480022044640397,Middel-Hoog
26606,Zuid-Holland,Cromstrijen,2016,B,Delfstoffenwinning,0.0,0.0,Geen
26607,Zuid-Holland,Cromstrijen,2016,C,Industrie,55.0,0.0015155690272802425,Middel
26608,Zuid-Holland,Cromstrijen,2016,D,Energievoorziening,0.0,0.0,Geen
26609,Zuid-Holland,Cromstrijen,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
26610,Zuid-Holland,Cromstrijen,2016,F,Bouwnijverheid,130.0,0.0035822540644805732,Middel-Hoog
26611,Zuid-Holland,Cromstrijen,2016,G,Handel,300.0,0.008266740148801324,Hoog
26612,Zuid-Holland,Cromstrijen,2016,H,Vervoer en opslag,60.0,0.0016533480297602646,Middel
26613,Zuid-Holland,Cromstrijen,2016,I,Horeca,35.0,0.0009644530173601543,Middel
26614,Zuid-Holland,Cromstrijen,2016,J,Informatie en communicatie,40.0,0.0011022320198401765,Middel
