,Soort_misdrijf,Perioden,Regio's,Provincie,Aantal_misdrijven,Misdrijven_relatief(%),Aantal_misdrijven_genormaliseerd,Aantal_misdrijven_klasse
11193,6 Drugsmisdrijven,2016,Midden-Drenthe,Drenthe,15.0,1.0,0.00014756517461878997,Midden
11194,6 Drugsmisdrijven,2017,Midden-Drenthe,Drenthe,10.0,2.0,9.837678307919332e-05,Laag
11195,7 (Vuur)wapenmisdrijven,2013,Midden-Drenthe,Drenthe,5.0,0.0,4.918839153959666e-05,Laag
11196,7 (Vuur)wapenmisdrijven,2014,Midden-Drenthe,Drenthe,0.0,0.0,0.0,Laag
11197,7 (Vuur)wapenmisdrijven,2015,Midden-Drenthe,Drenthe,5.0,0.0,4.918839153959666e-05,Laag
11198,7 (Vuur)wapenmisdrijven,2016,Midden-Drenthe,Drenthe,5.0,0.0,4.918839153959666e-05,Laag
11199,7 (Vuur)wapenmisdrijven,2017,Midden-Drenthe,Drenthe,5.0,1.0,4.918839153959666e-05,Laag
11200,9 Misdrijven overige wetten,2013,Midden-Drenthe,Drenthe,10.0,1.0,9.837678307919332e-05,Laag
11201,9 Misdrijven overige wetten,2014,Midden-Drenthe,Drenthe,5.0,0.0,4.918839153959666e-05,Laag
11202,9 Misdrijven overige wetten,2015,Midden-Drenthe,Drenthe,5.0,0.0,4.918839153959666e-05,Laag
11203,9 Misdrijven overige wetten,2016,Midden-Drenthe,Drenthe,5.0,0.0,4.918839153959666e-05,Laag
11204,9 Misdrijven overige wetten,2017,Midden-Drenthe,Drenthe,5.0,1.0,4.918839153959666e-05,Laag
11205,"Misdrijven, totaal",2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11206,"Misdrijven, totaal",2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11207,"Misdrijven, totaal",2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11208,"Misdrijven, totaal",2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11209,"Misdrijven, totaal",2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11210,1 Vermogensmisdrijven,2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11211,1 Vermogensmisdrijven,2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11212,1 Vermogensmisdrijven,2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11213,1 Vermogensmisdrijven,2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11214,1 Vermogensmisdrijven,2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11215,"2 Vernielingen, misdr.openb.orde/gezag",2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11216,"2 Vernielingen, misdr.openb.orde/gezag",2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11217,"2 Vernielingen, misdr.openb.orde/gezag",2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11218,"2 Vernielingen, misdr.openb.orde/gezag",2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11219,"2 Vernielingen, misdr.openb.orde/gezag",2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11220,3 Gewelds- en seksuele misdrijven,2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11221,3 Gewelds- en seksuele misdrijven,2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11222,3 Gewelds- en seksuele misdrijven,2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11223,3 Gewelds- en seksuele misdrijven,2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11224,3 Gewelds- en seksuele misdrijven,2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11225,4 Misdrijven WvSr (overig),2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11226,4 Misdrijven WvSr (overig),2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11227,4 Misdrijven WvSr (overig),2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11228,4 Misdrijven WvSr (overig),2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11229,4 Misdrijven WvSr (overig),2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11230,5 Verkeersmisdrijven,2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11231,5 Verkeersmisdrijven,2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11232,5 Verkeersmisdrijven,2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11233,5 Verkeersmisdrijven,2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11234,5 Verkeersmisdrijven,2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11235,6 Drugsmisdrijven,2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11236,6 Drugsmisdrijven,2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11237,6 Drugsmisdrijven,2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11238,6 Drugsmisdrijven,2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11239,6 Drugsmisdrijven,2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11240,7 (Vuur)wapenmisdrijven,2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11241,7 (Vuur)wapenmisdrijven,2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11242,7 (Vuur)wapenmisdrijven,2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11243,7 (Vuur)wapenmisdrijven,2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11244,7 (Vuur)wapenmisdrijven,2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11245,9 Misdrijven overige wetten,2013,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11246,9 Misdrijven overige wetten,2014,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11247,9 Misdrijven overige wetten,2015,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11248,9 Misdrijven overige wetten,2016,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11249,9 Misdrijven overige wetten,2017,Midden-Groningen,Groningen,0.0,0.0,0.0,Laag
11250,"Misdrijven, totaal",2013,Mill en Sint Hubert,Noord-Brabant,310.0,100.0,0.003049680275454993,Midden
11251,"Misdrijven, totaal",2014,Mill en Sint Hubert,Noord-Brabant,260.0,100.0,0.002557796360059026,Midden
11252,"Misdrijven, totaal",2015,Mill en Sint Hubert,Noord-Brabant,300.0,100.0,0.0029513034923757996,Midden
11253,"Misdrijven, totaal",2016,Mill en Sint Hubert,Noord-Brabant,295.0,100.0,0.002902115100836203,Midden
11254,"Misdrijven, totaal",2017,Mill en Sint Hubert,Noord-Brabant,220.0,100.0,0.002164289227742253,Midden
11255,1 Vermogensmisdrijven,2013,Mill en Sint Hubert,Noord-Brabant,170.0,56.0,0.0016724053123462863,Midden
11256,1 Vermogensmisdrijven,2014,Mill en Sint Hubert,Noord-Brabant,150.0,57.0,0.0014756517461878998,Midden
11257,1 Vermogensmisdrijven,2015,Mill en Sint Hubert,Noord-Brabant,180.0,61.0,0.0017707820954254796,Midden
11258,1 Vermogensmisdrijven,2016,Mill en Sint Hubert,Noord-Brabant,185.0,62.0,0.0018199704869650763,Midden
11259,1 Vermogensmisdrijven,2017,Mill en Sint Hubert,Noord-Brabant,135.0,61.0,0.0013280865715691098,Midden
11260,"2 Vernielingen, misdr.openb.orde/gezag",2013,Mill en Sint Hubert,Noord-Brabant,40.0,13.0,0.0003935071323167733,Midden
11261,"2 Vernielingen, misdr.openb.orde/gezag",2014,Mill en Sint Hubert,Noord-Brabant,55.0,22.0,0.0005410723069355632,Midden
11262,"2 Vernielingen, misdr.openb.orde/gezag",2015,Mill en Sint Hubert,Noord-Brabant,40.0,13.0,0.0003935071323167733,Midden
11263,"2 Vernielingen, misdr.openb.orde/gezag",2016,Mill en Sint Hubert,Noord-Brabant,50.0,17.0,0.0004918839153959665,Midden
11264,"2 Vernielingen, misdr.openb.orde/gezag",2017,Mill en Sint Hubert,Noord-Brabant,30.0,14.0,0.00029513034923757994,Midden
11265,3 Gewelds- en seksuele misdrijven,2013,Mill en Sint Hubert,Noord-Brabant,35.0,12.0,0.0003443187407771766,Midden
11266,3 Gewelds- en seksuele misdrijven,2014,Mill en Sint Hubert,Noord-Brabant,20.0,7.0,0.00019675356615838664,Midden
11267,3 Gewelds- en seksuele misdrijven,2015,Mill en Sint Hubert,Noord-Brabant,20.0,6.0,0.00019675356615838664,Midden
11268,3 Gewelds- en seksuele misdrijven,2016,Mill en Sint Hubert,Noord-Brabant,15.0,6.0,0.00014756517461878997,Midden
11269,3 Gewelds- en seksuele misdrijven,2017,Mill en Sint Hubert,Noord-Brabant,20.0,9.0,0.00019675356615838664,Midden
11270,4 Misdrijven WvSr (overig),2013,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11271,4 Misdrijven WvSr (overig),2014,Mill en Sint Hubert,Noord-Brabant,5.0,2.0,4.918839153959666e-05,Laag
11272,4 Misdrijven WvSr (overig),2015,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11273,4 Misdrijven WvSr (overig),2016,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11274,4 Misdrijven WvSr (overig),2017,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11275,5 Verkeersmisdrijven,2013,Mill en Sint Hubert,Noord-Brabant,50.0,17.0,0.0004918839153959665,Midden
11276,5 Verkeersmisdrijven,2014,Mill en Sint Hubert,Noord-Brabant,30.0,11.0,0.00029513034923757994,Midden
11277,5 Verkeersmisdrijven,2015,Mill en Sint Hubert,Noord-Brabant,50.0,17.0,0.0004918839153959665,Midden
11278,5 Verkeersmisdrijven,2016,Mill en Sint Hubert,Noord-Brabant,40.0,14.0,0.0003935071323167733,Midden
11279,5 Verkeersmisdrijven,2017,Mill en Sint Hubert,Noord-Brabant,30.0,14.0,0.00029513034923757994,Midden
11280,6 Drugsmisdrijven,2013,Mill en Sint Hubert,Noord-Brabant,5.0,2.0,4.918839153959666e-05,Laag
11281,6 Drugsmisdrijven,2014,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11282,6 Drugsmisdrijven,2015,Mill en Sint Hubert,Noord-Brabant,5.0,2.0,4.918839153959666e-05,Laag
11283,6 Drugsmisdrijven,2016,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11284,6 Drugsmisdrijven,2017,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11285,7 (Vuur)wapenmisdrijven,2013,Mill en Sint Hubert,Noord-Brabant,5.0,1.0,4.918839153959666e-05,Laag
11286,7 (Vuur)wapenmisdrijven,2014,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11287,7 (Vuur)wapenmisdrijven,2015,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11288,7 (Vuur)wapenmisdrijven,2016,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11289,7 (Vuur)wapenmisdrijven,2017,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11290,9 Misdrijven overige wetten,2013,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11291,9 Misdrijven overige wetten,2014,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11292,9 Misdrijven overige wetten,2015,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11293,9 Misdrijven overige wetten,2016,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11294,9 Misdrijven overige wetten,2017,Mill en Sint Hubert,Noord-Brabant,0.0,0.0,0.0,Laag
11295,"Misdrijven, totaal",2013,Millingen aan de Rijn,Gelderland,140.0,100.0,0.0013772749631087064,Midden
11296,"Misdrijven, totaal",2014,Millingen aan de Rijn,Gelderland,120.0,100.0,0.0011805213969503198,Midden
11297,"Misdrijven, totaal",2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11298,"Misdrijven, totaal",2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11299,"Misdrijven, totaal",2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11300,1 Vermogensmisdrijven,2013,Millingen aan de Rijn,Gelderland,75.0,53.0,0.0007378258730939499,Midden
11301,1 Vermogensmisdrijven,2014,Millingen aan de Rijn,Gelderland,65.0,55.0,0.0006394490900147565,Midden
11302,1 Vermogensmisdrijven,2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11303,1 Vermogensmisdrijven,2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11304,1 Vermogensmisdrijven,2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11305,"2 Vernielingen, misdr.openb.orde/gezag",2013,Millingen aan de Rijn,Gelderland,25.0,19.0,0.00024594195769798326,Midden
11306,"2 Vernielingen, misdr.openb.orde/gezag",2014,Millingen aan de Rijn,Gelderland,20.0,17.0,0.00019675356615838664,Midden
11307,"2 Vernielingen, misdr.openb.orde/gezag",2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11308,"2 Vernielingen, misdr.openb.orde/gezag",2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11309,"2 Vernielingen, misdr.openb.orde/gezag",2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11310,3 Gewelds- en seksuele misdrijven,2013,Millingen aan de Rijn,Gelderland,15.0,11.0,0.00014756517461878997,Midden
11311,3 Gewelds- en seksuele misdrijven,2014,Millingen aan de Rijn,Gelderland,20.0,18.0,0.00019675356615838664,Midden
11312,3 Gewelds- en seksuele misdrijven,2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11313,3 Gewelds- en seksuele misdrijven,2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11314,3 Gewelds- en seksuele misdrijven,2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11315,4 Misdrijven WvSr (overig),2013,Millingen aan de Rijn,Gelderland,5.0,2.0,4.918839153959666e-05,Laag
11316,4 Misdrijven WvSr (overig),2014,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11317,4 Misdrijven WvSr (overig),2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11318,4 Misdrijven WvSr (overig),2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11319,4 Misdrijven WvSr (overig),2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11320,5 Verkeersmisdrijven,2013,Millingen aan de Rijn,Gelderland,15.0,12.0,0.00014756517461878997,Midden
11321,5 Verkeersmisdrijven,2014,Millingen aan de Rijn,Gelderland,10.0,8.0,9.837678307919332e-05,Laag
11322,5 Verkeersmisdrijven,2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11323,5 Verkeersmisdrijven,2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11324,5 Verkeersmisdrijven,2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11325,6 Drugsmisdrijven,2013,Millingen aan de Rijn,Gelderland,5.0,2.0,4.918839153959666e-05,Laag
11326,6 Drugsmisdrijven,2014,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11327,6 Drugsmisdrijven,2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11328,6 Drugsmisdrijven,2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11329,6 Drugsmisdrijven,2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11330,7 (Vuur)wapenmisdrijven,2013,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11331,7 (Vuur)wapenmisdrijven,2014,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11332,7 (Vuur)wapenmisdrijven,2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11333,7 (Vuur)wapenmisdrijven,2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11334,7 (Vuur)wapenmisdrijven,2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11335,9 Misdrijven overige wetten,2013,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11336,9 Misdrijven overige wetten,2014,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11337,9 Misdrijven overige wetten,2015,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11338,9 Misdrijven overige wetten,2016,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11339,9 Misdrijven overige wetten,2017,Millingen aan de Rijn,Gelderland,0.0,0.0,0.0,Laag
11340,"Misdrijven, totaal",2013,Moerdijk,Noord-Brabant,2220.0,100.0,0.021839645843580915,Hoog
11341,"Misdrijven, totaal",2014,Moerdijk,Noord-Brabant,1870.0,100.0,0.01839645843580915,Hoog
11342,"Misdrijven, totaal",2015,Moerdijk,Noord-Brabant,1740.0,100.0,0.017117560255779637,Hoog
11343,"Misdrijven, totaal",2016,Moerdijk,Noord-Brabant,1650.0,100.0,0.016232169208066898,Hoog
11344,"Misdrijven, totaal",2017,Moerdijk,Noord-Brabant,1395.0,100.0,0.013723561239547467,Hoog
11345,1 Vermogensmisdrijven,2013,Moerdijk,Noord-Brabant,1415.0,64.0,0.013920314805705854,Hoog
11346,1 Vermogensmisdrijven,2014,Moerdijk,Noord-Brabant,1175.0,63.0,0.011559272011805214,Hoog
11347,1 Vermogensmisdrijven,2015,Moerdijk,Noord-Brabant,1110.0,64.0,0.010919822921790457,Hoog
11348,1 Vermogensmisdrijven,2016,Moerdijk,Noord-Brabant,1035.0,63.0,0.010181997048696509,Hoog
11349,1 Vermogensmisdrijven,2017,Moerdijk,Noord-Brabant,925.0,66.0,0.00909985243482538,Hoog
11350,"2 Vernielingen, misdr.openb.orde/gezag",2013,Moerdijk,Noord-Brabant,275.0,12.0,0.0027053615346778162,Midden
11351,"2 Vernielingen, misdr.openb.orde/gezag",2014,Moerdijk,Noord-Brabant,230.0,12.0,0.002262666010821446,Midden
11352,"2 Vernielingen, misdr.openb.orde/gezag",2015,Moerdijk,Noord-Brabant,190.0,11.0,0.001869158878504673,Midden
11353,"2 Vernielingen, misdr.openb.orde/gezag",2016,Moerdijk,Noord-Brabant,220.0,13.0,0.002164289227742253,Midden
11354,"2 Vernielingen, misdr.openb.orde/gezag",2017,Moerdijk,Noord-Brabant,145.0,10.0,0.0014264633546483031,Midden
11355,3 Gewelds- en seksuele misdrijven,2013,Moerdijk,Noord-Brabant,115.0,5.0,0.001131333005410723,Midden
11356,3 Gewelds- en seksuele misdrijven,2014,Moerdijk,Noord-Brabant,140.0,7.0,0.0013772749631087064,Midden
11357,3 Gewelds- en seksuele misdrijven,2015,Moerdijk,Noord-Brabant,135.0,8.0,0.0013280865715691098,Midden
11358,3 Gewelds- en seksuele misdrijven,2016,Moerdijk,Noord-Brabant,115.0,7.0,0.001131333005410723,Midden
11359,3 Gewelds- en seksuele misdrijven,2017,Moerdijk,Noord-Brabant,95.0,7.0,0.0009345794392523365,Midden
11360,4 Misdrijven WvSr (overig),2013,Moerdijk,Noord-Brabant,15.0,1.0,0.00014756517461878997,Midden
11361,4 Misdrijven WvSr (overig),2014,Moerdijk,Noord-Brabant,15.0,1.0,0.00014756517461878997,Midden
11362,4 Misdrijven WvSr (overig),2015,Moerdijk,Noord-Brabant,15.0,1.0,0.00014756517461878997,Midden
11363,4 Misdrijven WvSr (overig),2016,Moerdijk,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
11364,4 Misdrijven WvSr (overig),2017,Moerdijk,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
11365,5 Verkeersmisdrijven,2013,Moerdijk,Noord-Brabant,295.0,13.0,0.002902115100836203,Midden
11366,5 Verkeersmisdrijven,2014,Moerdijk,Noord-Brabant,210.0,11.0,0.0020659124446630595,Midden
11367,5 Verkeersmisdrijven,2015,Moerdijk,Noord-Brabant,225.0,13.0,0.0022134776192818495,Midden
11368,5 Verkeersmisdrijven,2016,Moerdijk,Noord-Brabant,210.0,13.0,0.0020659124446630595,Midden
11369,5 Verkeersmisdrijven,2017,Moerdijk,Noord-Brabant,180.0,13.0,0.0017707820954254796,Midden
11370,6 Drugsmisdrijven,2013,Moerdijk,Noord-Brabant,70.0,3.0,0.0006886374815543532,Midden
11371,6 Drugsmisdrijven,2014,Moerdijk,Noord-Brabant,60.0,3.0,0.0005902606984751599,Midden
11372,6 Drugsmisdrijven,2015,Moerdijk,Noord-Brabant,30.0,2.0,0.00029513034923757994,Midden
11373,6 Drugsmisdrijven,2016,Moerdijk,Noord-Brabant,25.0,2.0,0.00024594195769798326,Midden
11374,6 Drugsmisdrijven,2017,Moerdijk,Noord-Brabant,25.0,2.0,0.00024594195769798326,Midden
11375,7 (Vuur)wapenmisdrijven,2013,Moerdijk,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
11376,7 (Vuur)wapenmisdrijven,2014,Moerdijk,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
11377,7 (Vuur)wapenmisdrijven,2015,Moerdijk,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
11378,7 (Vuur)wapenmisdrijven,2016,Moerdijk,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
11379,7 (Vuur)wapenmisdrijven,2017,Moerdijk,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
11380,9 Misdrijven overige wetten,2013,Moerdijk,Noord-Brabant,20.0,1.0,0.00019675356615838664,Midden
11381,9 Misdrijven overige wetten,2014,Moerdijk,Noord-Brabant,30.0,2.0,0.00029513034923757994,Midden
11382,9 Misdrijven overige wetten,2015,Moerdijk,Noord-Brabant,25.0,1.0,0.00024594195769798326,Midden
11383,9 Misdrijven overige wetten,2016,Moerdijk,Noord-Brabant,30.0,2.0,0.00029513034923757994,Midden
11384,9 Misdrijven overige wetten,2017,Moerdijk,Noord-Brabant,20.0,1.0,0.00019675356615838664,Midden
11385,"Misdrijven, totaal",2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11386,"Misdrijven, totaal",2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11387,"Misdrijven, totaal",2015,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11388,"Misdrijven, totaal",2016,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11389,"Misdrijven, totaal",2017,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11390,1 Vermogensmisdrijven,2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11391,1 Vermogensmisdrijven,2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11392,1 Vermogensmisdrijven,2015,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11393,1 Vermogensmisdrijven,2016,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11394,1 Vermogensmisdrijven,2017,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11395,"2 Vernielingen, misdr.openb.orde/gezag",2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11396,"2 Vernielingen, misdr.openb.orde/gezag",2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11397,"2 Vernielingen, misdr.openb.orde/gezag",2015,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11398,"2 Vernielingen, misdr.openb.orde/gezag",2016,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11399,"2 Vernielingen, misdr.openb.orde/gezag",2017,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11400,3 Gewelds- en seksuele misdrijven,2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11401,3 Gewelds- en seksuele misdrijven,2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11402,3 Gewelds- en seksuele misdrijven,2015,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11403,3 Gewelds- en seksuele misdrijven,2016,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11404,3 Gewelds- en seksuele misdrijven,2017,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11405,4 Misdrijven WvSr (overig),2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11406,4 Misdrijven WvSr (overig),2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11407,4 Misdrijven WvSr (overig),2015,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11408,4 Misdrijven WvSr (overig),2016,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11409,4 Misdrijven WvSr (overig),2017,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11410,5 Verkeersmisdrijven,2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11411,5 Verkeersmisdrijven,2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11412,5 Verkeersmisdrijven,2015,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11413,5 Verkeersmisdrijven,2016,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11414,5 Verkeersmisdrijven,2017,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11415,6 Drugsmisdrijven,2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11416,6 Drugsmisdrijven,2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11417,6 Drugsmisdrijven,2015,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11418,6 Drugsmisdrijven,2016,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11419,6 Drugsmisdrijven,2017,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11420,7 (Vuur)wapenmisdrijven,2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11421,7 (Vuur)wapenmisdrijven,2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11422,7 (Vuur)wapenmisdrijven,2015,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11423,7 (Vuur)wapenmisdrijven,2016,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11424,7 (Vuur)wapenmisdrijven,2017,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11425,9 Misdrijven overige wetten,2013,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
11426,9 Misdrijven overige wetten,2014,Molenlanden,Zuid-Holland,0.0,0.0,0.0,Laag
